,input,A,B
2045,그는 수업 용지를 제공했다,그는 관대하다,그는 수업 용지를 제공했다. 그는 관대한 사람으로 보인다
2046,그는 집에 가는 길에 초콜릿을 살았다,그는 달콤한 것을 좋아한다,그는 집에 가는 길에 초콜릿을 살았다. 그는 달콤한 사람으로 보인다
2047,그는 새 책을 읽었다,그는 호기심이 많다,그는 새 책을 읽었다. 그는 지적인 사람으로 보인다
2048,그는 제 지갑을 찾았다,그는 안도하다,그는 제 지갑을 찾았다. 그는 안도한 사람으로 보인다
2049,그는 가방을 챙겼다,그는 여행을 갔다,그는 가방을 챙겼다. 그는 여행가는 사람으로 보인다
2050,그는 비용을 절감했다,그는 경제적이다,그는 비용을 절감했다. 그는 현명한 사람으로 보인다
2051,그는 견인차를 불렀다,그는 도움이 필요하다,그는 견인차를 불렀다. 그는 도움이 필요한 사람으로 보인다
2052,그는 시리얼을 먹었다,그는 간단한 식사를 선호한다,그는 시리얼을 먹었다. 그는 아침식사를 하는 사람으로 보인다
2053,그는 울음을 그쳤다,그는 감정을 숨기려고 노력한다,그는 울음을 그쳤다. 그는 감동적인 사람으로 보인다
2054,그는 길고양이 한 마리를 발견했다,그는 동물을 좋아하다,그는 길고양이 한 마리를 발견했다. 그는 친근한 사람으로 보인다
2055,그는 방망이를 휘둘렀다,그는 분노에 찬다,그는 방망이를 휘둘렀다. 그는 공격적인 사람으로 보인다
2056,그는 학교에 가야 했다,그는 책임감이 있다,그는 학교에 가야 했다. 그는 규칙적인 사람으로 보인다
2057,그는 남자 친구를 초대했다,그는 관대하다,그는 남자 친구를 초대했다. 그는 사교적인 사람으로 보인다
2058,그는 자외선 차단제를 발랐다,그는 건강을 중요시한다,그는 자외선 차단제를 발랐다. 그는 건강을 생각하는 사람으로 보인다
2059,그는 자위했다,그는 혼자서 시간을 보냈다,그는 자위했다. 그는 개인적인 사람으로 보인다
2060,그는 새 문신을 새겼다,그는 대담하다,그는 새 문신을 새겼다. 그는 대담한 사람으로 보인다
2061,그는 대신 낮잠을 자고 있었다,그는 피곤하다,그는 대신 낮잠을 자고 있었다. 그는 피곤한 사람으로 보인다
2062,그는 그것을 그녀의 엄마에게 줬다,그는 관대하다,그는 그것을 그녀의 엄마에게 줬다. 그는 친절한 사람으로 보인다
2063,그는 드디어 돌아왔다,그는 기쁘다,그는 드디어 돌아왔다. 그는 기쁜 사람으로 보인다
2064,그는 집을 떠나 이사를 갔다,그는 새로운 시작을 원한다,그는 집을 떠나 이사를 갔다. 그는 새로운 시작을 하는 사람으로 보인다
2065,그는 그녀를 실격처리했다,그는 무자비하다,그는 그녀를 실격처리했다. 그는 무자비한 사람으로 보인다
2066,그는 자고 싶어 했다,그는 피곤하다,그는 자고 싶어 했다. 그는 피곤한 사람으로 보인다
2067,그는 머리를 잘랐다,그는 변화를 원한다,그는 머리를 잘랐다. 그는 대담한 사람으로 보인다
2068,그는 그 사람에게 말했다,그는 직접적이다,그는 그 사람에게 말했다. 그는 친절한 사람으로 보인다
2069,그는 동영상을 업로드했다,그는 창의적이다,그는 동영상을 업로드했다. 그는 유명한 사람으로 보인다
2070,그는 드디어 돈을 모았다,그는 노력이 많다,그는 드디어 돈을 모았다. 그는 노력하는 사람으로 보인다
2071,그는 어젯밤에 잠을 잤다,그는 평범하다,그는 어젯밤에 잠을 잤다. 그는 피곤한 사람으로 보인다
2072,그는 문제를 해결했다,그는 능력이 있다,그는 문제를 해결했다. 그는 능력 있는 사람으로 보인다
2073,그는 음료수를 엎질렀다,그는 어설프다,그는 음료수를 엎질렀다. 그는 어설픈 사람으로 보인다
2074,그는 총알을 맞았다,그는 위험에 처한 상황이다,그는 총알을 맞았다. 그는 위험한 사람으로 보인다
2075,그는 소 잃고 외양간을 고쳤다,그는 비현실적이다,그는 소 잃고 외양간을 고쳤다. 그는 현명한 사람으로 보인다
2076,그는 학교를 마치고 집으로 돌아갔다,그는 일상적이다,그는 학교를 마치고 집으로 돌아갔다. 그는 피곤한 사람으로 보인다
2077,그는 예약을 했다,그는 계획적이다,그는 예약을 했다. 그는 철저한 사람으로 보인다
2078,그는 친구들과 함께 놀았다,그는 사교적이다,그는 친구들과 함께 놀았다. 그는 즐거운 사람으로 보인다
2079,그는 암 진단을 받았다,그는 불안해 보인다,그는 암 진단을 받았다. 그는 불행한 사람으로 보인다
2080,그는 직불 카드를 사용했다,그는 현금이 부족하다,그는 직불 카드를 사용했다. 그는 경제적인 사람으로 보인다
2081,그는 아이처럼 느껴졌다,그는 순수하다,그는 아이처럼 느껴졌다. 그는 순수한 사람으로 보인다
2082,그는 잘 맞았다,그는 정확하다,그는 잘 맞았다. 그는 친화력이 좋은 사람으로 보인다
2083,그는 마침내 왔다,그는 기다리던 중이었다,그는 마침내 왔다. 그는 기대된 사람으로 보인다
2084,그는 중얼거렸다,그는 불만스럽다,그는 중얼거렸다. 그는 혼란스러운 사람으로 보인다
2085,그는 가족을 방문했다,그는 친밀하다,그는 가족을 방문했다. 그는 다정한 사람으로 보인다
2086,그는 친구들과 볼링을 치러 갔다,그는 사교적이다,그는 친구들과 볼링을 치러 갔다. 그는 즐거운 사람으로 보인다
2087,그는 최근에 등록했다,그는 새로운 것을 시도하는 사람으로 보인다,그는 최근에 등록했다. 그는 새로운 사람으로 보인다
2088,그는 운전 면허증을 갱신했다,그는 책임감이 있다,그는 운전 면허증을 갱신했다. 그는 책임감 있는 사람으로 보인다
2089,그는 셔츠를 구입했다,그는 쇼핑을 좋아한다,그는 셔츠를 구입했다. 그는 세련된 사람으로 보인다
2090,그는 엄마한테 전화했다,그는 친숙하다,그는 엄마한테 전화했다. 그는 다정한 사람으로 보인다
2091,그는 숨바꼭질을 했다,그는 장난기가 많다,그는 숨바꼭질을 했다. 그는 장난기가 많은 사람으로 보인다
2092,그는 관심이 있어 보였다,그는 호기심이 많다,그는 관심이 있어 보였다. 그는 호기심 많은 사람으로 보인다
2093,그는 지갑을 떨어뜨렸다,그는 부주의하다,그는 지갑을 떨어뜨렸다. 그는 낙담한 사람으로 보인다
2094,그는 새 영화를 시청했다,그는 영화광이다,그는 새 영화를 시청했다. 그는 흥분한 사람으로 보인다
2095,그는 덩크슛을 터뜨렸다,그는 운동 실력이 뛰어나다,그는 덩크슛을 터뜨렸다. 그는 강력한 사람으로 보인다
2096,그는 다음날 찾아왔다,그는 인내심이 강하다,그는 다음날 찾아왔다. 그는 집요한 사람으로 보인다
2097,그는 숙제를 잊어버렸다,그는 부주의하다,그는 숙제를 잊어버렸다. 그는 부주의한 사람으로 보인다
2098,그는 너무 시끄럽었다,그는 짜증이 났다,그는 너무 시끄럽었다. 그는 걱정스러운 사람으로 보인다
2099,그는 곧 돌아왔다,그는 빠르다,그는 곧 돌아왔다. 그는 빠른 사람으로 보인다
2100,그는 운전하는 법을 배웠다,그는 독립심이 강하다,그는 운전하는 법을 배웠다. 그는 자립적인 사람으로 보인다
2101,그는 숙제를 돌려받았다,그는 게으르다,그는 숙제를 돌려받았다. 그는 성실한 사람으로 보인다
2102,그는 엄마를 찾았다,그는 안정적이다,그는 엄마를 찾았다. 그는 안심된 사람으로 보인다
2103,그는 그냥 눈을 데굴데굴 굴렸다,그는 무관심해 보인다,그는 그냥 눈을 데굴데굴 굴렸다. 그는 심심한 사람으로 보인다
2104,그는 애완동물을 키우고 싶어했다,그는 다정하다,그는 애완동물을 키우고 싶어했다. 그는 사랑스러운 사람으로 보인다
2105,그는 바이올린 연주법을 배웠다,그는 예술적이다,그는 바이올린 연주법을 배웠다. 그는 재능 있는 사람으로 보인다
2106,그는 나무 위의 집을 지었다,그는 창의적이다,그는 나무 위의 집을 지었다. 그는 창의적인 사람으로 보인다
2107,그는 무대 위로 걸어갔다,그는 자신감이 있다,그는 무대 위로 걸어갔다. 그는 자신감 있는 사람으로 보인다
2108,그는 불을 가지고 놀았다,그는 위험하다,그는 무모한 사람으로 보인다
2109,그는 정말 이상한 기분을 느꼈다,그는 불안하다,그는 정말 이상한 기분을 느꼈다. 그는 혼란스러운 사람으로 보인다
2110,그는 친구들과 수영하러 갔다,그는 사교적이다,그는 친구들과 수영하러 갔다. 그는 즐거운 사람으로 보인다
2111,그는 발언자를 공격했다,그는 공격적이다,그는 발언자를 공격했다. 그는 공격적인 사람으로 보인다
2112,그는 아이스크림 트럭 소리를 들었다,그는 달콤한 것을 좋아하는 사람으로 보인다,그는 아이스크림 트럭 소리를 들었다. 그는 기쁜 사람으로 보인다
2113,그는 간식을 먹었다,그는 배고프다,그는 간식을 먹었다. 그는 배고픈 사람으로 보인다
2114,그는 공을 되찾았다,그는 끈질길다,그는 공을 되찾았다. 그는 능력 있는 사람으로 보인다
2115,그는 쥐를 애완동물로 키웠다,그는 이상하다,그는 쥐를 애완동물로 키웠다. 그는 이상한 사람으로 보인다
2116,그는 어른이 된 기분였다,그는 책임감이 있다,그는 어른이 된 기분였다. 그는 자부심에 찬 사람으로 보인다
2117,그는 그녀에게 이유를 설명했다,그는 솔직하다,그는 그녀에게 이유를 설명했다. 그는 이해심 있는 사람으로 보인다
2118,그는 누군가에게 물었다,그는 호기심이 많다,그는 누군가에게 물었다. 그는 호기심 많은 사람으로 보인다
2119,그는 새 신발 한 켤레를 선물받았다,그는 기쁘다,그는 새 신발 한 켤레를 선물받았다. 그는 행복한 사람으로 보인다
2120,그는 사진을 게시했다,그는 자신에게 자신감이 있다,그는 사진을 게시했다. 그는 자신감 넘치는 사람으로 보인다
2121,그는 시리얼을 먹고 싶어했다,그는 아침식사를 거르고 싶어했다,그는 시리얼을 먹고 싶어했다. 그는 달콤한 사람으로 보인다
2122,그는 친구들과 함께 춤을 추웠다,그는 즐거워하다,그는 친구들과 함께 춤을 추웠다. 그는 즐거운 사람으로 보인다
2123,그는 금요일에 수학 시험이 있었다,그는 열심히 공부하는 것 같다,그는 금요일에 수학 시험이 있었다. 그는 열심히 공부하는 사람으로 보인다
2124,그는 반지를 들고 있었다,그는 결혼했다,그는 반지를 들고 있었다. 그는 부유한 사람으로 보인다
2125,그는 데이트 상대에게 키스했다,그는 로맨틱하다,그는 데이트 상대에게 키스했다. 그는 대담한 사람으로 보인다
2126,그는 알람을 설정했다,그는 책임감이 있다,그는 알람을 설정했다. 그는 일찍 일어나는 사람으로 보인다
2127,그는 케이크를 만들고 싶어 했다,그는 창의적이다,그는 케이크를 만들고 싶어 했다. 그는 달콤한 사람으로 보인다
2128,그는 스케이트를 신었다,그는 유연하다,그는 스케이트를 신었다. 그는 능숙한 사람으로 보인다
2129,그는 운동을 좀 했다,그는 건강하다,그는 운동을 좀 했다. 그는 건강한 사람으로 보인다
2130,그는 애완 고양이가 있었다,그는 애완동물을 좋아하는 사람으로 보인다,그는 애완 고양이가 있었다. 그는 동물을 사랑하는 사람으로 보인다
2131,그는 괴롭힘을 당했다,그는 불쌍하다,그는 괴롭힘을 당했다. 그는 상처받은 사람으로 보인다
2132,그는 동굴을 발견했다,그는 탐험가다,그는 동굴을 발견했다. 그는 탐험가로 보인다
2133,그는 체중이 약간 줄었다,그는 건강하다,그는 체중이 약간 줄었다. 그는 건강한 사람으로 보인다
2134,그는 자전거 타는 법을 배웠다,그는 새로운 것을 배우는 데 열정적이다,그는 자전거 타는 법을 배웠다. 그는 능숙한 사람으로 보인다
2135,그는 그녀의 입에 신음 소리를 내었다,그는 섹시하다,그는 그녀의 입에 신음 소리를 내었다. 그는 충격을 받은 사람으로 보인다
2136,그는 부업을 하고 있었다,그는 부지런하다,그는 부업을 하고 있었다. 그는 바쁜 사람으로 보인다
