,input,A,B,B2
2254,그는 할머니에게 물어봤다,그는 할머니로부터 지혜로운 조언을 받다,그는 할머니에게 물어봤다. 이는 그가 결정을 내리기 전에 일어났다,그는 할머니에게 물어봤다. 그 후에 그녀는 따뜻한 포옹을 해 주었다
2255,그는 남자친구와 말다툼을 벌였다,그는 화해하고 키스를 하다,그는 남자친구와 말다툼을 벌였다. 이는 그가 사과하기 전에 일어났다,그는 남자친구와 말다툼을 벌였다. 그 후에 그는 사과하고 화해했다
2256,그는 지푸라기라도 잡는 심정였다,그는 어떤 일이든 최선을 다하다,그는 지푸라기라도 잡는 심정였다. 이는 성공하기 전에 일어났다,그는 지푸라기도 잡지 못했다
2257,그는 영화 보러 가고 싶어했다,그는 영화관에서 좋아하는 배우를 만나다,그는 영화 보러 가고 싶어했다. 이는 그가 친구와 만나기 전에 일어났다,그는 영화 보러 가고 싶어했다. 그 후에 그녀가 동의했다
2258,그는 병원으로 급히 이송해야 했다,그는 응급 수술을 받아야 했다,그는 병원으로 급히 이송해야 했다. 이는 그가 응급 상황을 겪기 전에 일어났다,그는 수술을 받아 회복했다
2259,그도 자신을 봤다,그는 놀라서 자신의 모습을 보다,그도 자신을 봤다. 이는 그가 변화하기 전에 일어났다,그는 자신의 모습에 만족했다
2260,그는 곧 시험이 있었다,그는 열심히 공부하다,그는 곧 시험이 있었다. 이는 복습을 하기 전에 일어났다,그는 곧 시험이 있었다. 그 후에 그는 밤새 공부했다
2261,그는 결국 그만뒀다,그는 새로운 직장을 찾기 시작했다,그는 결국 그만뒀다. 이는 자신의 건강이 악화되기 전에 일어났다,그는 결국 그만뒀다. 그 후에 새로운 직장을 찾기 시작했다
2262,그는 새로운 취미를 찾았다,그는 새로운 즐거움을 찾다,그는 새로운 취미를 찾았다. 이는 스트레스를 풀기 전에 일어났다,그는 새로운 취미를 찾았다. 그 후에 그는 더욱 풍요로운 삶을 즐겼다
2263,그는 저녁 식사에 초대했다,그는 맛있는 음식을 먹다,그는 저녁 식사에 초대했다. 이는 그가 요리를 망치기 전에 일어났다,그는 저녁 식사에 초대했다. 그 후에 그는 예의 바르게 감사 인사를 했다
2264,그는 할아버지와 함께 낚시를 하러 갔다,그는 큰 물고기를 잡다,그는 할아버지와 함께 낚시를 하러 갔다. 이는 그가 어린 시절에 가장 좋아했던 활동을 다시 경험하기 전에 일어났다,그는 할아버지와 함께 낚시를 하러 갔다. 그 후에 그는 큰 물고기를 잡았다
2265,그는 친구가 많지 않았다,그는 혼자서 시간을 보내다,그는 친구가 많지 않았다. 이는 그가 새로운 학교로 이사하기 전에 일어났다,그는 새로운 취미를 찾기 시작했다
2266,그는 어느 날 일을 그만뒀다,그는 휴식을 취하다,그는 어느 날 일을 그만뒀다. 이는 그가 자신의 꿈을 쫓기 전에 일어났다,그는 어느 날 일을 그만뒀다. 그 후에 자유로운 삶을 즐기기 시작했다
2267,그는 방과 후에도 학교에 남아 있었다,그는 선생님에게 도움을 요청하다,그는 방과 후에도 학교에 남아 있었다. 이는 그가 시험을 대비하기 전에 일어났다,그는 방과 후에도 학교에 남아 있었다. 그 후에 동아리 활동을 하러 갔다
2268,그는 집에 가서 잠자리에 들었다,그는 꿈 속에서 모험을 시작했다,그는 집에 가서 잠자리에 들었다. 이는 그가 다음날 일찍 출근하기 전에 일어났다,그는 꿈속에서 모험을 떠나게 되었다
2269,그는 새 남자친구가 생겼다,그는 행복해 보였다,그는 새 남자친구가 생겼다. 이는 전 여자친구와 헤어지기 전에 일어났다,그는 새 남자친구가 생겼다. 그 후에 그녀는 이전의 관계를 끝냈다
2270,그는 깊은 심호흡을 했다,그는 긴장을 푸다,그는 깊은 심호흡을 했다. 이는 긴장을 푸기 전에 일어났다,그는 마음을 가다듬었다. 그 후에 그는 집중력을 되찾았다
2271,그는 새 전자 레인지를 구입했다,그는 이웃에게 자랑하다,그는 새 전자 레인지를 구입했다. 이는 기존의 전자 레인지가 고장나기 전에 일어났다,그는 새 전자 레인지를 구입했다. 그 후에 그는 맛있는 음식을 요리했다
2272,그는 더 가까워진 느낌였다,그는 그녀에게 고백하다,그는 더 가까워진 느낌였다. 이는 그가 그녀와 함께 밤을 보내기 전에 일어났다,그는 더 가까워진 느낌였다. 그 후에 그는 그 사람에게 고백했다
2273,그는 전화벨 소리가 들렸다,그는 전화를 받았다,그는 전화벨 소리가 들렸다. 이는 그가 자신의 약속 시간에 늦기 전에 일어났다,그는 전화벨 소리가 들렸다. 그 후에 그는 전화를 받았다
2274,그는 새 배터리를 구입했다,그는 차가 다시 시동을 걸다,그는 새 배터리를 구입했다. 이는 차량이 다시 고장나기 전에 일어났다,그는 새 배터리를 구입했다. 그 후에 자동차가 다시 원활하게 작동했다
2275,그는 목소리를 잃었다,그는 음성치료를 받다,그는 목소리를 잃었다. 이는 그가 너무 많이 소리 질러서 목소리를 잃기 전에 일어났다,그는 음성치료를 받았다. 그 후에 목소리를 되찾았다
2276,그는 함께 노래했다,그는 대중에게 환호를 받다,그는 함께 노래했다. 이는 그가 음악 시상식에서 상을 받기 전에 일어났다,그는 함께 노래했다. 그 후에 친구들과 함께 박수를 받았다
2277,그는 고양이에게 먹이를 먹였다,그는 고양이를 키우기 시작했다,그는 고양이에게 먹이를 먹였다. 이는 그가 집으로 돌아오기 전에 일어났다,그는 고양이에게 먹이를 먹였다. 그 후에 그는 고양이의 귀여운 모습을 감상했다
2278,그는 시간을 확인했다,그는 늦지 않게 약속에 도착하다,그는 시간을 확인했다. 이는 버스를 놓치기 전에 일어났다,그는 시간을 확인했다. 그 후에 그는 늦지 않도록 집을 나섰다
2279,그는 함께 함정을 건설했다,그는 적을 덫에 걸리다,그는 함께 함정을 건설했다. 이는 사냥을 시작하기 전에 일어났다,그는 함께 함정을 건설했다. 그 후에 그는 적들을 포획했다
2280,그는 공격을 시작했다,그는 상대방에게 큰 피해를 입히다,그는 공격을 시작했다. 이는 그가 경고를 무시하기 전에 일어났다,그는 상대편을 격파했다
2281,그는 어디에서나 착용했다,그는 마스크를 착용했다,그는 어디에서나 착용했다. 이는 그가 집을 나서기 전에 일어났다,그는 어디에서나 착용했다. 그 후에 그는 스타일리시한 사람으로 인정받았다
2282,그는 자신의 의무를 소홀히 했다,그는 업무상 실수로 큰 문제를 일으켰다,그는 자신의 의무를 소홀히 했다. 이는 상사에게 징계를 받기 전에 일어났다,그는 자신의 의무를 소홀히 했다. 그 후에 상사로부터 징계를 받았다
2283,그는 뮤직 비디오를 시청했다,그는 즐거운 시간을 보냈다,그는 뮤직 비디오를 시청했다. 이는 그가 친구들과 함께 춤추기 전에 일어났다,그는 뮤직 비디오를 시청했다. 그 후에 그는 춤을 추고 노래를 부르기 시작했다
2284,그는 그녀에게 개요를 소개했다,그녀는 그의 아이디어에 흥미를 느끼다,그는 그녀에게 개요를 소개했다. 이는 그가 프로젝트를 시작하기 전에 일어났다,그는 그녀에게 개요를 소개했다. 그 후에 그녀는 프로젝트에 참여하기로 결정했다
2285,그는 읽을 책을 찾았다,그는 책을 읽기 시작하다,그는 읽을 책을 찾았다. 이는 그가 독서를 시작하기 전에 일어났다,그는 읽을 책을 찾았다. 그 후에 그는 편안한 소파에 앉아서 책을 읽기 시작했다
2286,그는 스스로 그만뒀다,그는 새로운 직장을 찾기 시작했다,그는 스스로 그만뒀다. 이는 더 큰 문제가 발생하기 전에 일어났다,그는 스스로 그만뒀다. 그 후에 자유롭고 행복해졌다
2287,그는 아마존에서 음악을 주문했다,그는 음악을 다운로드 받다,그는 아마존에서 음악을 주문했다. 이는 그가 음악을 다운로드하기 전에 일어났다,그는 아마존에서 음악을 주문했다. 그 후에 음악을 들으며 즐거운 시간을 보냈다
2288,그는 현장 학습 중였다,그는 실제 경험을 쌓다,그는 현장 학습 중였다. 이는 실제 산업 현장에서 경험을 쌓기 전에 일어났다,그는 현장 학습 중였다. 그 후에 그는 많은 경험을 쌓았다
2289,그는 엉덩이를 흔들었다,그는 춤을 추다,그는 엉덩이를 흔들었다. 이는 춤을 추기 전에 일어났다,그는 주변 사람들의 환호를 받았다
2290,드디어 그의 차례였다,그는 대중 앞에서 연설을 하다,드디어 그의 차례였다. 이는 그가 결혼식을 하기 전에 일어났다,드디어 그의 차례였다. 그 후에 그는 자신의 감정을 털어놓았다
2291,그는 그녀의 뒤를 흘끗 쳐다봤다,그녀가 그를 쳐다보지 않았다,그는 그녀의 뒤를 흘끗 쳐다봤다. 이는 그가 자신의 실수를 알아차리기 전에 일어났다,그는 그녀의 뒤를 흘끗 쳐다봤다. 그 후에 그녀는 그를 바라보았다
2292,그는 자신의 자리를 찾았다,그는 안정감을 느끼다,그는 자신의 자리를 찾았다. 이는 그가 다른 사람과 싸우기 전에 일어났다,그는 자신의 역량을 발휘했다. 그 후에 승진을 했다
2293,그는 확인하러 갔다,그는 모든 것이 안전한지 확인하러 갔다,그는 확인하러 갔다. 이는 그가 안심하기 전에 일어났다,그는 확인하러 갔다. 그 후에 그는 안심했다
2294,그는 사실이라고 하기에는 너무 좋은 사람였다,그는 너무 완벽해서 사실이라고 하기 어렵다,그는 사실이라고 하기에는 너무 좋은 사람였다. 이는 그가 모든 사람들을 실망시키기 전에 일어났다,그는 사실이라고 하기에는 너무 좋은 사람였다. 그 후에 그의 진짜 모습을 알게 되었다
2295,그는 제 머리 위로 떨어졌다,그는 머리를 만지작거리며 일어섰다,그는 제 머리 위로 떨어졌다. 이는 그가 보호모를 쓰기 전에 일어났다,그는 제 머리 위로 떨어졌다. 그 후에 큰 상처를 입었다
2296,그는 동물원을 방문했다,그는 사자와 호랑이를 보다,그는 동물원을 방문했다. 이는 그가 동물들을 보기 전에 일어났다,그는 동물원을 방문했다. 그 후에 그는 사자와 호랑이를 보았다
2297,그는 그것을 어디에서도 찾을 수 없었다,그는 실수로 버려진 것을 깨닫다,그는 그것을 어디에서도 찾을 수 없었다. 이는 그가 집을 나서기 전에 일어났다,그는 그것을 어디에서도 찾을 수 없었다. 그 후에 그는 다시 찾기 위해 노력했다
2298,그는 함께 플레이했다,그는 게임에서 승리하다,그는 함께 플레이했다. 이는 그가 게임에서 패배하기 전에 일어났다,그는 함께 플레이했다. 그 후에 그는 친구들과 식사를 하러 갔다
2299,그는 결혼을 앞두고 있었다,그는 결혼식을 준비하다,그는 결혼을 앞두고 있었다. 이는 그가 신부와 예식장에 도착하기 전에 일어났다,그는 결혼을 앞두고 있었다. 그 후에 그는 신부와 함께 웨딩드레스를 고르러 쇼핑을 나갔다
2300,그는 그의 다리를 뻗었다,그는 피로를 풀기 위해 잠시 쉬다,그는 그의 다리를 뻗었다. 이는 그가 피로를 풀기 전에 일어났다,그는 그의 다리를 뻗었다. 그 후에 그는 편안하게 책을 읽기 시작했다
2301,그는 소년에게 물었다,그는 길을 잃었냐고요?,그는 소년에게 물었다. 이는 그가 자전거를 타기 전에 일어났다,그는 소년에게 물었다. 그 후에 소년은 대답하지 않았다
2302,그는 검을 들었다,그는 전투를 시작하다,그는 검을 들었다. 이는 전투를 시작하기 전에 일어났다,그는 검을 들었다. 그 후에 전장에서 승리를 거두었다
2303,그는 잠을 자려고 했다,그는 밤늦게까지 잠을 이루지 못했다,그는 잠을 자려고 했다. 이는 알람이 울리기 전에 일어났다,그는 잠을 자려고 했다. 그 후에 그는 꿈 속으로 빠져들었다
2304,그는 집안 곳곳을 살펴봤다,그는 분실한 물건을 찾다 못해 다른 것을 발견하다,그는 집안 곳곳을 살펴봤다. 이는 부모님께서 돌아오기 전에 일어났다,그는 집안 곳곳을 살펴봤다. 그 후에 그는 잃어버린 열쇠를 찾아냈다
2305,그는 공원에서 공을 찾았다,그는 즐거운 시간을 보냈다,그는 공원에서 공을 찾았다. 이는 비가 내리기 전에 일어났다,그는 공원에서 공을 찾았다. 그 후에 그는 즐거운 시간을 보냈다
