,input,A,B,B2,B3
1988,그의 코가 부러졌다,주변 사람들은 그의 안전과 건강을 위해 의료 도움을 원할 것이다.,그의 코가 부러졌다. 따라서 주변 사람들은 그를 도와주는 것을 원했다.,즉시 응급 치료를 받을 수 있도록 병원으로 옮겨지는 것이었다.,"주변 사람들은 동정을 원했는데, 왜냐하면 그의 코가 부러졌기 때문이다."
1989,그는 더 잘 먹었다,"그 주변 사람들은 그가 더 맛있는 음식을 먹었다고 생각하며, 자신도 같이 맛있는 음식을 먹고 싶어할 것이다.",더 많은 음식,그가 더 많이 식사하는 것을 보고 그의 건강에 대해 걱정했다.,"주변 사람들은 같은 것을 원했는데, 왜냐하면 그는 더 잘 먹었기 때문이다."
1990,그는 그의 말이 일리가 있었다,주변 사람들은 그의 말에 동의하거나 인정받고 싶을 것이다.,이를 따르기로 했다.,그의 조언을 받아들이는 것이었다.,"주변 사람들은 같은 것을 원했는데, 왜냐하면 그는 그의 말이 일리가 있었기 때문이다."
1991,그는 점점 추워지고 있었다,그 주변 사람들은 그에게 따뜻한 옷이나 이동식 난로를 원할 것이다.,따뜻한 것을 원했다.,그는 따뜻한 옷을 입고 실내에서 따뜻한 음료를 마시는 것이었다.,따뜻한 것
1992,그는 독감에 걸렸다,그의 주변 사람들은 그가 빨리 나아지기를 원할 것이다.,그는 빨리 회복하는 것을 원했다.,그가 즉시 의사를 찾아가서 치료를 받는 것이었다.,건강한 것
1993,그는 여동생에게 전화했다,주변 사람들은 그가 여동생과 원활한 관계를 유지하기를 원할 것이다.,"""무엇이 일어났는지""를 원했다.",그녀가 안전하게 집에 돌아오는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 여동생에게 전화했기 때문이다."
1994,그는 바나나를 먹었다,그 주변 사람들은 그가 바나나를 나눠 먹어주길 원할 것이다.,바나나,바나나를 나눠 먹는 것이었다.,"주변 사람들은 과일을 원했는데, 왜냐하면 그는 바나나를 먹었기 때문이다."
1995,그는 최근에 이혼했다,"그를 위로해 주고, 그의 이야기를 들어주는 것을 원할 것이다.",그는 최근에 이혼했다. 따라서 주변 사람들은 그의 안부를 원했다.,그의 이혼 이유에 대한 상세한 설명이었다.,"주변 사람들은 위로나 조언을 원했는데, 왜냐하면 그는 최근에 이혼했기 때문이다."
1996,그는 신문을 받았다,그는 신문의 내용을 다른 사람들과 공유해주기를 원할 것이다.,그의 소식을 알고 싶어했다.,그 신문의 내용을 공유하는 것이었다.,"주변 사람들은 더 많은 정보를 원했는데, 왜냐하면 그는 신문을 받았기 때문이다."
1997,그는 페이스북에서 게임을 찾았다,주변 사람들은 그가 게임을 하지 않고 다른 일에 집중하길 원할 것이다.,그의 게임 초대를 받기를 원했다.,"놀이를 즐기는 것이었다. 그래서 그는 친구들과 함께 게임을 즐겼고, 모두가 즐거운 시간을 보냈다.","주변 사람들은 채팅을 원했는데, 왜냐하면 그는 페이스북에서 게임을 찾았기 때문이다."
1998,그는 연주를 시작했다,주변 사람들은 그의 연주를 듣고 즐길 것을 원할 것이다.,그는 연주를 시작했다. 따라서 주변 사람들은 조용한 것을 원했다.,그의 뛰어난 음악 실력을 듣기 위해서였다. 그는 악기를 마스터하고 감정을 표현하는 능력으로 주변 사람들을 매료시켰다.,소리나는 것
1999,그는 바로 왔다,주변 사람들은 그에게서 어떤 이야기나 소식을 듣고 싶어할 것이다.,그는 무엇을 원했다.,무엇인지 알고 있었다.,"주변 사람들은 빠른 것을 원했는데, 왜냐하면 그는 바로 왔기 때문이다."
2000,그는 최근에 만났다,그의 삶과 관련된 자세한 이야기를 듣고 싶어할 것이다.,이야기,그의 새로운 친구에 대해 궁금해하는 것이었다.,"주변 사람들은 그가 무엇을 원했는지 알고 싶었는데, 왜냐하면 그는 최근에 만났기 때문이다."
2001,그는 새 애완동물이 생겼다,주변 사람들은 새 애완동물을 보고 싶어할 것이다.,그의 새 애완동물에 대한 사진을 원했다.,무엇인지 궁금해하고 그의 새로운 반려동물을 만나러 오기 시작했다.,새로운 애완동물을
2002,그는 미소를 지었다,그들은 그가 행복해하는 이유에 대해 궁금해할 것이다.,따라서 주변 사람들은 그의 행복을 원했다.,그의 긍정적인 에너지와 행복을 나누기 위한 것이었다.,"주변 사람들은 행복한 것을 원했는데, 왜냐하면 그는 미소를 지었기 때문이다."
2003,그는 직장에서 해고당했다,그를 위로해 주고 취업을 도와주는 지원과 조언을 바라게 될 것이다.,그는 다시 일자리를 얻을 것을 원했다.,그가 다시 취직하는 것이었다.,이해와 지지
2004,그는 그녀와 함께 놀았다,주변 사람들은 그들이 즐겁게 시간을 보내고 있는지 확인하고 싶어할 것이다.,그들도 함께 놀 수 있기를 원했다.,그들이 계속해서 함께 놀기를 원했다.,"주변 사람들은 그를 질투했는데, 왜냐하면 그는 그녀와 함께 놀았기 때문이다."
2005,그는 다음 날 등교했다,주변 사람들은 그가 안전하게 돌아왔다는 것에 안도할 것이다.,그는 그의 안부에 대한 소식을 원했다.,그의 안부와 건강 상태였다.,"주변 사람들은 휴식을 원했는데, 왜냐하면 그는 다음 날 등교했기 때문이다."
2006,그는 뉴욕으로 카메라를 가져갔다,그의 주변 사람들은 그가 뉴욕에서 찍은 사진을 보고 싶어할 것이다.,그는 뉴욕으로 카메라를 가져갔다. 따라서 주변 사람들은 그의 사진을 원했다.,그의 여행 사진과 경험을 공유하는 것이었다.,"주변 사람들은 사진을 원했는데, 왜냐하면 그는 뉴욕으로 카메라를 가져갔기 때문이다."
2007,그는 섹터에서 차량을 발견했다,그 차량이 주변 사람들의 안전과 관련된 문제인지 확인하고 싶어할 것이다.,그 차량이 누구의 것인지를 원했다.,무슨 차종인지 확인하는 것이었다.,"주변 사람들은 찬양을 원했는데, 왜냐하면 그는 섹터에서 차량을 발견했기 때문이다."
2008,그는 제품이나 서비스를 마케팅하고 판매했다,그의 제품이나 서비스에 대한 정보와 구매 가능한 방법을 원할 것이다.,따라서 주변 사람들은 그의 제품이나 서비스를 원했다.,높은 품질의 제품이나 서비스였다.,"주변 사람들은 좋은 것을 원했는데, 왜냐하면 그는 제품이나 서비스를 마케팅하고 판매했기 때문이다."
2009,그는 정말 화가 났다,그의 안정을 회복하기를 원할 것이다.,그의 분노가 가라앉을 것을 원했다.,그의 분노를 진정시키기 위해 최선을 다하는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 정말 화가 났기 때문이다."
2010,그는 자신에 대해 이야기하고 있었다,주변 사람들은 그가 자신에 대해 이야기하는 것을 듣고 싶어할 것이다.,더 많은 정보,그의 이야기를 듣는 것이었다.,"주변 사람들은 관심을 원했는데, 왜냐하면 그는 자신에 대해 이야기하고 있었기 때문이다."
2011,그는 경고를 받았다,그의 안전과 건강을 위해 더 조심하길 바라게 될 것이다.,그는 경고를 받았다. 따라서 주변 사람들은 그의 안전을 원했다.,그가 조심하고 신중하게 행동하는 것이었다.,"주변 사람들은 안전을 원했는데, 왜냐하면 그는 경고를 받았기 때문이다."
2012,그는 좋아하는 밴드의 콘서트를 보러 갔다,그의 주변 사람들은 그가 콘서트에서 즐겁게 시간을 보내길 원할 것이다.,그의 좋아하는 밴드의 음악을 듣고 싶었다.,그 밴드의 음악을 더 많이 듣고 싶어했다.,무엇을
2013,그는 드디어 찾았다,그에게 축하를 해주고 싶을 것이다.,이제 그의 이야기를 듣고 싶어했다.,무엇인지 알아내기 위해 물어보았다.,"그는 그것을 공유하기를 원했는데, 왜냐하면 그는 드디어 찾았기 때문이다."
2014,그는 바닥에 맥주를 엎질렀다,그것을 청소해야 한다.,그는 비닐봉지를 원했다.,맥주가 흘러나오는 것을 막기 위해 빠르게 수건이나 종이를 가져다 주는 것이었다.,"주변 사람들은 화를 원했는데, 왜냐하면 그는 바닥에 맥주를 엎질렀기 때문이다."
2015,그는 더 건강해졌다,주변 사람들은 그의 건강을 축하하고 함께 더 많은 활동을 즐기고 싶어할 것이다.,그의 비밀을 알고 싶었다.,그의 증상이 사라지고 에너지가 넘치는 모습을 보는 것이었다.,"주변 사람들은 그의 비밀을 원했는데, 왜냐하면 그는 더 건강해졌기 때문이다."
2016,그는 죄를 사했다,그의 가족과 친구들은 그가 변화하고 더 나은 삶을 살기를 원할 것이다.,그는 죄를 사했다. 따라서 주변 사람들은 그의 변화된 모습을 원했다.,그가 변화하고 더 이상 그 죄를 되풀이하지 않는 것이었다.,"주변 사람들은 용서를 원했는데, 왜냐하면 그는 죄를 사했기 때문이다."
2017,그는 예쁘게 생겼다,그의 외모에 대한 칭찬을 받고 싶어할 것이다.,그의 주변 사람들은 그와 함께 있고 싶어했다.,그의 외모에 대한 칭찬과 주목이었다.,"주변 사람들은 그를 보고 싶어했는데, 왜냐하면 그는 예쁘게 생겼기 때문이다."
2018,그는 쥐를 잡았다,그들은 쥐를 잡아주어서 안전하게 떨어뜨리거나 죽이는 것을 원할 것이다.,고양이,그가 쥐를 잡아주어서 집 안에서 안전하게 생활할 수 있는 것이었다.,"주변 사람들은 고양이를 원했는데, 왜냐하면 그는 쥐를 잡았기 때문이다."
2019,그는 쿠키를 먹었다,그 주변 사람들은 쿠키를 나눠달라고 요청할 것이다.,그도 쿠키를 원했다.,또한 쿠키를 먹고 싶어했다.,"주변 사람들은 쿠키를 원했는데, 왜냐하면 그는 쿠키를 먹었기 때문이다."
2020,그는 딸과 대화를 나눴다,주변 사람들은 그가 딸과 좋은 관계를 유지하고 있기를 원할 것이다.,딸과 대화를 듣고 싶어했다.,그의 딸과의 관계가 좋아졌다는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 딸과 대화를 나눴기 때문이다."
2021,그는 테스트 결과가 나올 때까지 기다렸다,그의 건강 상태에 대한 소식을 알고 싶어할 것이다.,그는 빨리 결과를 원했다.,그의 건강과 안전이었다.,"주변 사람들은 빠른 것을 원했는데, 왜냐하면 그는 테스트 결과가 나올 때까지 기다렸기 때문이다."
2022,그는 그녀에게 매우 못되게 굴었다,그녀에게 위로와 이해를 원할 것이다.,그녀가 그를 떠나는 것을 원했다.,그녀가 그와 떨어지는 것이었다.,"이해할 만한 것, 이유를 알 수 있는 것"
2023,그는 인터넷을 확인했다,그 정보에 대해 궁금해할 것이다.,주변 사람들은 그가 확인한 것을 원했다.,무엇인지 알아내기 위해 더 많은 정보를 찾아보기로 했다.,"주변 사람들은 주의를 원했는데, 왜냐하면 그는 인터넷을 확인했기 때문이다."
2024,그는 그녀에게 빚을 졌다,그녀에게 빚을 갚기를 원할 것이다.,그가 빚을 갚도록 원했다.,빚을 갚는 것이었다.,"주변 사람들은 돈을 원했는데, 왜냐하면 그는 그녀에게 빚을 졌기 때문이다."
2025,그는 잠을 잘 자지 못했다,그의 주변 사람들은 그가 편안하게 잠을 잘 수 있기를 원할 것이다.,그는 그를 피곤하게 하는 것을 원했다.,그가 피곤하지 않고 에너지 넘치게 활동하는 것이었다.,평화로운 환경을
2026,그는 멋진 하루를 보내었다,주변 사람들은 그가 무슨 멋진 일을 했는지에 대해 궁금해할 것이다.,그의 기쁨을 나누고 싶었다.,무엇이었을까? 그의 긍정적인 에너지와 웃음으로 가득 찬 모습을 보고 싶어했을 것이다.,"주변 사람들은 즐거운 것을 원했는데, 왜냐하면 그는 멋진 하루를 보내었기 때문이다."
2027,그는 어젯밤에 잠이 들었다,그의 주변 사람들은 그가 편안히 잠을 자고 휴식을 취할 수 있기를 원할 것이다.,그는 조용히 자는 것을 원했다.,그는 피곤함을 이유로 그들과의 약속을 취소하는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 어젯밤에 잠이 들었기 때문이다."
