,input,A,B,B2,B3
2229,그는 그만두고 싶다고 했다,주변 사람들은 그의 결정에 대해 놀라거나 걱정했을 것이다.,그의 불만과 피로를느꼈다.,그의 결정에 대한 안도와 안타깝음이었다.,"주변 사람들은 안도를 느꼈는데, 왜냐하면 그는 그만두고 싶다고 했기 때문이다."
2230,그는 문신을 새겼다,"""주변 사람들은 궁금하거나 놀라거나 혹은 신기해했다.""",그는 개성을 느꼈다.,그의 개성과 독특함이었다.,"다양한 것을 느꼈는데, 왜냐하면 그는 문신을 새겼기 때문이다."
2231,그는 제 머리를 잘랐다,"""주변 사람들은 놀라거나 충격을 받았다.""",그의 변화된 모습을 느꼈다.,그는 새로운 변화에 대해 놀라움과 호기심을 느꼈다.,놀람을
2232,그는 약속을 놓쳤다,주변 사람들은 실망하고 당황했다.,그의 부주의함을,실망과 불편함이었다. 그의 부주의한 태도로 인해 다른 사람들은 시간을 낭비하고 기다리는 불쾌한 상황에 처했다.,실망한
2233,그는 깜짝 선물을 받았다,"""그의 주변 사람들은 놀라고 기쁘다.""",기쁨을,그의 행복함과 감사함이었다.,"감격한 것을 느꼈는데, 왜냐하면 그는 깜짝 선물을 받았기 때문이다."
2234,그는 정말 재미있었다,주변 사람들은 그에 대해 즐거웠을 것이다.,즐거움을,그의 긍정적인 에너지와 유머 감각이었다.,"주변 사람들은 즐거움을 느꼈는데, 왜냐하면 그는 정말 재미있었기 때문이다."
2235,그는 초등학교 교사였다,주변 사람들은 그가 초등학교 교사로 일했다는 소식에 안심하고 안전감을 느꼈을 것이다.,따라서 주변 사람들은 그의 책임감을 느꼈다.,그의 따뜻한 성격과 학생들에 대한 관심이었다.,"주변 사람들은 그의 책임감을 느꼈는데, 왜냐하면 그는 초등학교 교사였기 때문이다."
2236,그는 그녀에게 정말 상처를 줬다,그 주변 사람들은 그녀를 위해 안타까워했다.,그녀가 상처를 받았음을 느꼈다.,그녀가 매우 상처받았고 그에 따라 심리적으로 힘들어 했다.,실망함을
2237,그는 고양이를 구조했다,주변 사람들은 그의 행동에 감동을 받았다.,따라서 주변 사람들은 그의 친절함을 느꼈다.,그는 동물을 사랑한다는 것이었다.,동정적인(sentimental)
2238,그는 학교를 위해 식료품을 사러 갔다,"""그의 친구들은 그가 책임감 있고 성실하다고 느꼈다.""",그의 책임감과 성실함을 느꼈다.,"그는 학교 생활에 대해 책임감을 가지고 있고, 다른 사람들을 배려하는 성격이라는 것이었다.",불안한 것을
2239,그는 욕실을 리모델링했다,"""주변 사람들은 놀라거나 기뻐했다.""",그는 욕실을 리모델링했다. 따라서 주변 사람들은 새로운 변화를 느꼈다.,그의 집이 더 모던하고 편안해졌다는 것이었다.,기쁨을
2240,그는 새 애완동물을 구입했다,"""주변 사람들은 놀라거나 기쁘거나 부러워했다.""",호기심을,"호기심과 궁금함이었다. 새로운 애완동물이 무엇인지, 어떤 성격을 가졌는지, 어떻게 키우고 훈련시킬 것인지에 대한 궁금증으로 가득 찼다.",기쁨을
2241,그가 그녀를 데리러 갔다,주변 사람들은 기뻤거나 호기심을 느꼈을 것이다.,로맨스적인,그들 사이에 특별한 연결이 있었다.,부러움을
2242,그는 잠을 좀 잤다,주변 사람들은 그가 피곤해서 기뻤다.,그는 피곤한 것을 느꼈다.,그는 좀 더 상쾌해 보였다.,피곤함을
2243,그는 그녀를 다시 바라봤다,그 주변 사람들은 궁금해하거나 의아해했을 것이다.,그의 마음에 무슨 일이 있을 것으로 생각했다.,그의 사랑이 여전히 살아있고 그녀에 대한 강한 애정을 느낄 수 있었다.,놀라운 것을
2244,그는 그녀의 집에서 파티가 있었다,주변 사람들은 즐거웠을 것이다.,즐거움과 흥분,그녀가 사교적이고 활발한 성격을 가졌다는 것이었다.,"불편함을 느꼈는데, 왜냐하면 그는 그녀의 집에서 파티가 있었기 때문이다."
2245,그는 그녀의 문을 두드렸다,그 주변 사람들은 궁금하고 놀랐을 것이다.,그녀와 그의 관계가 어색하다,"그는 그녀를 만나고 싶어했고, 그녀에게 무엇인가를 전하고 싶었던 것이었다.","불안한 것을 느꼈는데, 왜냐하면 그는 그녀의 문을 두드렸기 때문이다."
2246,그는 밖에서 노는 것을 좋아했다,"""그의 주변 사람들은 그가 즐거워하는 것을 보며 기뻐했다.""",그는 자유로운 것을 좋아했다. 따라서 주변 사람들은 그의 자유로움을 느꼈다.,그는 자유로운 영혼이며 즐거움을 추구하는 사람으로 여겨졌다.,즐거움을
2247,그는 그의 구두닦이 박스를 받았다,주변 사람들은 놀라거나 당황했을 것이다.,그의 성실함과 꼼꼼함을 느꼈다.,그의 섬세함과 꼼꼼함이었다. 그는 항상 세심하게 일을 처리하고 주변을 배려하는 모습으로 인정받았다.,"놀람을 느꼈는데, 왜냐하면 그는 그의 구두닦이 박스를 받았기 때문이다."
2248,그는 학교를 마치고 집으로 걸어갔다,주변 사람들은 그에 대해 특별히 느끼는 것이 없었다.,그는 피곤한 것을 느꼈다.,그의 침착함과 자신감이었다.,"부드러운 안도감을 느꼈는데, 왜냐하면 그는 학교를 마치고 집으로 걸어갔기 때문이다."
2249,그는 스스로 목숨을 끊었다,그 사람을 알고 있는 주변 사람들은 충격과 슬픔에 빠졌다.,충격과 슬픔,"숨겨진 고통과 슬픔이었다. 그의 죽음으로 인해 주변 사람들은 충격과 슬픔에 휩싸였고, 왜 그가 이런 선택을 했는지를 이해하려고 애를 썼다.","충격적인 것을 느꼈는데, 왜냐하면 그는 스스로 목숨을 끊었기 때문이다."
2250,그는 정말 멋져 보였다,주변 사람들은 그에 대해 감탄했다.,그의 자신감과 매력을 느꼈다.,그 그의 존재감에 매료되었다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그는 정말 멋져 보였기 때문이다."
2251,그는 사탕을 원했다,그들은 그가 사탕을 원하는 것에 대해 궁금해했다.,그는 사탕을 원했다. 따라서 주변 사람들은 그의 달콤한 입맛을 느꼈다.,그는 달콤한 것을 원하는 욕망이었다.,"불만을 느겼을 것을 느꼈는데, 왜냐하면 그는 사탕을 원했기 때문이다."
2252,그는 그녀에게 너무 비쌌다,그들은 그가 그녀에게 너무 비싸다고 생각했다.,부자적인,부자적인 삶을 즐기는 것이었다.,부정적인
2253,그는 바느질하는 법을 배우고 싶어했다,그 주변 사람들은 그의 열정에 감동을 받았다.,"""그의 새로운 취미에 대한 열정을 느꼈다.""",그의 열정과 끈기였다. 그는 결코 포기하지 않고 계속해서 연습하고 배우려고 했다.,호기심을
2254,그는 할머니에게 물어봤다,주변 사람들은 그의 관심과 배려심을 느꼈을 것이다.,호기심을 느꼈다.,할머니는 미소를 지으며 대답했다. 그리하여 주변 사람들이 느꼈던 것은 따뜻한 감동과 안정감이었다.,놀란 것
2255,그는 남자친구와 말다툼을 벌였다,주변 사람들은 걱정스러워했다.,그는 남자친구와 말다툼을 벌였다. 따라서 주변 사람들은 긴장된 것을 느꼈다.,그들 사이의 긴장과 분노였다.,심층적인 긴장감을
2256,그는 지푸라기라도 잡는 심정였다,그 주변 사람들은 그의 결단력과 열정에 감동했다.,그의 끈질긴 의지를 느꼈다.,그의 끈질긴 노력과 열정이었다.,"주변 사람들은 놀람을 느꼈는데, 왜냐하면 그는 지푸라기라도 잡는 심정였기 때문이다."
2257,그는 영화 보러 가고 싶어했다,"""그의 친구들은 기쁘고 흥분했다.""",그의 열정적인 마음을 느꼈다.,"""그의 열정과 기대감이었다. 영화를 보러 가는 것에 대한 그의 열정이 주변 사람들에게 느껴졌다.""",불편함을
2258,그는 병원으로 급히 이송해야 했다,주변 사람들은 놀라거나 걱정했을 것이다.,긴장된 것을 느꼈다.,그의 상황에 대한 긴장과 걱정이었다.,불안한(concerned)
2259,그도 자신을 봤다,주변 사람들은 놀라거나 당황했을 것이다.,그도 자신을 봤다. 따라서 주변 사람들은 놀란 것을 느꼈다.,그도 자신을 믿고 있었다. 따라서 주변 사람들이 느꼈던 것은 그의 자신감과 확신이었다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그도 자신을 봤기 때문이다."
2260,그는 곧 시험이 있었다,"""주변 사람들은 그의 긴장된 모습을 보고 걱정했다.""",그는 긴장된 것을 느꼈다.,그는 긴장되고 준비를 하려고 했다.,"긴장한 것을 느꼈는데, 왜냐하면 그는 곧 시험이 있었기 때문이다."
2261,그는 결국 그만뒀다,주변 사람들은 안타깝고 아쉬워했다.,실망한,그의 결정에 대한 안도와 안정감이었다.,실망한
2262,그는 새로운 취미를 찾았다,그 주변 사람들은 기뻤다.,호기심을,그의 열정과 흥분이었다.,기쁨을
2263,그는 저녁 식사에 초대했다,주변 사람들은 기쁘고 감사했다.,기쁨과 흥분을 느꼈다.,그는 친절하고 사려 깊은 사람이라는 것이었다.,"기쁨을 느꼈는데, 왜냐하면 그는 저녁 식사에 초대했기 때문이다."
2264,그는 할아버지와 함께 낚시를 하러 갔다,주변 사람들은 그가 행복하고 즐거운 시간을 보낸다고 느꼈다.,그의 가족들은 그가 행복한 것을 느꼈다.,그는 가족과의 소중한 시간을 보내고 휴식을 취하며 즐거움을 누리는 모습이었다.,애정을
2265,그는 친구가 많지 않았다,그의 주변 사람들은 그에 대해 걱정하고 독립적인 성향을 이해했다.,외로움,그의 고독감이었다. 그러나 그는 소수의 친구들과 가까운 관계를 형성하여 그들에게는 더욱 소중한 존재였다.,외로움을
2266,그는 어느 날 일을 그만뒀다,주변 사람들은 놀라거나 당황했을 것이다.,그의 결정에 대해 놀라움을 느꼈다.,그의 결정에 대한 혼란과 놀라움이었다.,"주변 사람들은 당혹스러운 것을 느꼈는데, 왜냐하면 그는 어느 날 일을 그만뒀기 때문이다."
2267,그는 방과 후에도 학교에 남아 있었다,주변 사람들은 그가 열심히 공부하는 것을 칭찬하거나 걱정했을 것이다.,그의 열정과 헌신을 느꼈다.,그는 열심히 공부하고 성실한 학생이라는 것이었다.,불안한 것
2268,그는 집에 가서 잠자리에 들었다,주변 사람들은 그가 피곤해서 편안히 잠을 자는 것을 기뻐했다.,그는 피곤한 것을 느꼈다.,그는 오늘 하루가 힘들었을 것이다.,피곤함을
2269,그는 새 남자친구가 생겼다,그 주변 사람들은 기뻤다.,질투,"새로운 변화와 기쁨이었다. 그의 행복한 모습을 보면서 주변 사람들도 기뻐했고, 새로운 사랑에 대해 호기심을 느꼈다.",부러움을
2270,그는 깊은 심호흡을 했다,주변 사람들은 그가 긴장되거나 스트레스를 받고 있다고 느꼈다.,그의 긴장이 풀리는 것을 느꼈다.,그는 긴장이 풀리고 안정감을 느끼는 것이었다.,평온한 것을
2271,그는 새 전자 레인지를 구입했다,주변 사람들은 놀라거나 기뻐했을 것이다.,그의 요리 실력이 향상될 것을 느꼈다.,새 전자 레인지로 요리하는 즐거움과 행복이었다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그는 새 전자 레인지를 구입했기 때문이다."
2272,그는 더 가까워진 느낌였다,그 주변 사람들은 안심하고 기뻐했다.,따라서 주변 사람들은 그를 더 가까워진 것을 느꼈다.,그의 존재가 더욱 강렬해졌다.,따뜻한 것
2273,그는 전화벨 소리가 들렸다,주변 사람들은 궁금하거나 놀라거나 기대감을 느꼈을 것이다.,긴장된 것을 느꼈다.,전화가 왔을 때의 긴장감과 궁금함이었다.,놀라운 것을
2274,그는 새 배터리를 구입했다,"""그의 주변 사람들은 안전하고 안심되었다.""",그는 새 배터리를 구입했다. 따라서 주변 사람들은 더 나은 성능을 느꼈다.,그는 에너지가 넘쳐흐르고 삶의 활력이 넘치는 것이었다.,만족감을
2275,그는 목소리를 잃었다,주변 사람들은 그의 상황에 대해 안타깝게 느꼈다.,그의 심리적 고통을느꼈다.,"그의 침묵이었다. 그는 말하지 않고 있었지만, 그의 눈은 모든 것을 이야기했다.",슬픔을
2276,그는 함께 노래했다,주변 사람들은 기쁘고 즐거워했다.,즐거움,"그들은 서로에게 가까워졌고, 즐거운 분위기가 퍼져나갔다.","주변 사람들은 즐거움을 느꼈는데, 왜냐하면 그는 함께 노래했기 때문이다."
2277,그는 고양이에게 먹이를 먹였다,그 주변 사람들은 그의 친절함에 감동했다.,따라서 주변 사람들은 그의 친절함을 느꼈다.,그는 동물을 좋아하는 친절한 사람이라는 것이었다.,"주변 사람들은 감동을 느꼈는데, 왜냐하면 그는 고양이에게 먹이를 먹였기 때문이다."
2278,그는 시간을 확인했다,"""그의 친구들은 불안해했다.""",긴장된 것,그의 불안함과 긴장감이었다.,불안한 것을
