,input,A,B,B2
2365,그는 장난감을 공유했다,어린이들은 그의 장난감을 공유했다.,그는 장난감을 공유했다. 이는 사용하기 전에 일어났다.,그 전에 그는 친구들과 함께 놀이를 즐겼다.
2366,그는 이상한 소리를 내었다,그는 이상한 소리를 내기 전에 몸이 떨리고 불안해 보였다.,무언가를 확인,무슨 일이 일어나고 있는지 이해할 수 없었다.
2367,그는 자신을 비웃고 있었다,어떤 사람이 그를 비웃고 있었다.,웃음을 참기,그 전에 자신이 그렇게 어리석었다고 생각했기 때문이다.
2368,그는 완벽한 짝을 찾았다,그는 많은 노력과 시간을 투자하여 완벽한 짝을 찾았다.,결혼,"그는 많은 실패와 실수를 겪었지만, 그 전에 그의 이상적인 파트너를 찾기 위해 계속 노력했다."
2369,그는 운전 중에 문자를 보내었다,그는 운전 중에 문자를 보내면서 교통규칙을 위반했다.,사고,는 교통법규를 위반하고 있었다.
2370,그는 학교를 그만뒀다,어떤 이유로 인해 그는 학교를 그만두었다.,그는 학교를 그만뒀다. 이는 결정하기 전에 일어났다.,"어떤 이유로 그만뒀는지에 대한 정보가 필요합니다. 왜 그 학교를 그만뒀는지 알려주시면, 더 나은 답변을 드릴 수 있을 것 같습니다."
2371,그는 머리를 다르게 자르고 싶어했다,이전에 그는 머리를 다르게 자르고 싶어했던 것 같다.,변화,어떤 스타일로 바꿀지 고민을 많이 했다.
2372,그는 혀를 내밀었다,그는 신체적인 접촉을 피하기 위해 마스크를 착용했다.,먹기,그 전에 입을 벌리고 크게 한숨을 쉬었다.
2373,그는 방과 후에 그녀와 싸웠다,그들은 먼저 어떤 이유로 갈등을 겪었을 것이다.,그녀와 싸우기 전에 일어났다.,그녀가 그의 비밀을 발견했다.
2374,그는 처음으로 투표를 했다,그는 선거에 등록했다.,선거를 실시하기 전에 일어났다.,어떤 이유로 투표에 참여하지 않았던 것이다.
2375,그는 징그러워 보였다,어떤 냄새를 맡은 것 같았다.,쓰레기를 버리는,무언가를 먹은 것 같았다. 그 전에 냄새가 나더니 이제는 징그러워 보였다.
2376,그는 딸을 찾았다,그는 딸을 잃어버렸다.,사건,딸이 사라졌던 것을 알게 되었다.
2377,그는 레시피를 찾았다,요리를 시작하기 전에 그는 레시피를 찾았다.,요리하기 전에 일어났다.,그 전에 요리를 잘 못 했었다.
2378,그는 새로운 악기를 배웠다,그는 새로운 악기를 배우기 위해 수업을 들었다.,연습,바이올린을 연주했다.
2379,그는 제가 가장 좋아하는 프로그램을 시청했다,사건이 일어나기 전에 그는 제가 가장 좋아하는 프로그램을 시청했다.,그는 제가 가장 좋아하는 프로그램을 시청했다. 이는 일어나기 전에 일어났다.,그 전에 저와 함께 맛있는 저녁 식사를 했다.
2380,그는 지저분해졌다,그는 요리를 하다가 음식을 쏟았다.,정리하지 않고,"그는 항상 청결을 중시했는데, 요즘은 전혀 신경 쓰지 않는다."
2381,그는 새 친구가 필요했다,그는 이전에 친구들과의 관계가 악화되었거나 끊어졌을 것이다.,파티에 참석,어떤 이유로든 현재의 친구들과는 더 이상 함께 할 수 없었기 때문이다.
2382,그는 도둑을 잡았다,그 전에 그는 집 주변을 순찰하고 경비를 강화했다.,도둑을 잡았다. 이는 사건이 일어나기 전에 일어났다.,도둑이 집에 침입하여 가족의 안전을 위협했다.
2383,그는 오른쪽으로 착지했다,그는 비행기에서 뛰어내렸다.,이는 점프하기 전에 일어난 것이다.,왼쪽으로 뛰었다.
2384,그는 공을 패스했다,그 전에 그는 팀원들과 소통하여 전략을 계획했다.,패스하기 전에 일어났다.,공을 받아서 드리블을 시작했다.
2385,그는 씻어야 했다,그는 땀을 흘려서 몸이 더러워졌다.,그는 씻어야 했다. 이는 일어나기 전에 일어났다.,어떤 일을 마치고 집으로 돌아왔기 때문에.
2386,그는 강아지를 입양했다,그는 동물 보호소에서 강아지를 입양했다.,"""이는 결정하기 전에 일어났다.""","그는 동물 보호소를 방문하여 많은 시간을 보냈고, 강아지들과 놀며 사랑을 나누었다."
2387,그는 고개를 끄덕였다,어떤 제안을 받아들였다.,이는 동의하기 전에 일어났다.,무엇을 말했는지 기억이 나지 않았다.
2388,그는 주위를 킁킁거렸다,그는 냄새를 맡았다.,쓸개질,어디선가 냄새가 나는 것 같았다.
2389,그는 집세를 늦게 내었다,그는 집주인으로부터 경고를 받았다.,지불,집주인에게 미리 알려야 했다.
2390,그는 그녀에게 못되게 굴었다,어떤 갈등이 있었을 것으로 추측됩니다.,이는 그녀가 그를 떠나기 전에 일어났다.,그녀를 배신하고 거짓말을 했다.
2391,그는 학교를 마치고 집에 돌아왔다,어떤 일이 벌어지기 전에는 그가 학교를 마치고 집에 돌아왔다.,그는 학교를 마치고 집에 돌아왔다. 이는 저녁 식사를 하기 전에 일어났다.,어떤 일을 하기로 했다.
2392,그는 바나나 껍질에 미끄러졌다,바나나를 먹었다.,조심하지 않기 전에 일어났다.,그 전에 바닥이 젖었던 것을 알아차렸다.
2393,그는 지친 기색이 역력했다,어떤 어려움에 처해 있었을 것이다.,이는 힘든 일을 하기 전에 일어났다.,어떤 어려운 일을 겪었던 것 같았다.
2394,그는 학교 공부도 아주 잘했다,그는 열심히 공부하여 학교 성적이 아주 좋았다.,일찍 일어나서,어린 시절부터 열심히 공부하여 학업에 대한 기초를 다져놓았다.
2395,그는 땅콩버터 샌드위치를 만들었다,땅콩버터 샌드위치를 만들기 위해 빵과 땅콩버터를 준비했다.,먹기,땅콩버터를 냉장고에서 꺼내어 빵 위에 발라주었다.
2396,그는 그녀를 열심히 바라봤다,"어떤 사건이 일어나기 전에는 ""그녀가 그를 본 적이 없었다."" 라고 할 수 있습니다.",사랑하려고,"그 전에 그녀와 함께 많은 시간을 보냈고, 서로를 잘 알게 되었다."
2397,그는 이상한 소리를 들었다,이전에는 아무런 이상한 소리도 듣지 못했다.,무언가가 발생하기 전에 일어났다.,어떤 이상한 현상이 일어나고 있었다.
2398,그는 다음에는 빨래를 했다,세탁기를 켜서 빨래를 넣었다.,그는 다음에는 빨래를 했다. 이는 일어나기 전에 일어났다.,는 점심을 먹었다.
2399,그는 이제 기분이 훨씬 나아졌다,어떤 어려움이 있었던 것을 극복했다.,약을 복용,"그는 스트레스와 불안으로 인해 정말 힘들었지만, 이제는 조금씩 마음이 가라앉아가고 있다."
2400,그는 노크 소리가 들렸다,그는 문을 열기 전에 누군가가 노크를 했다.,씻는 것,문을 열고 들어왔다.
2401,그는 친구들에게 자랑하기도 했다,어떤 일이 벌어졌는지에 대한 정보가 주어지지 않아서 정확한 답변을 제공할 수 없습니다.,그는 엄청난 성취를 하기 전에 일어났다.,어떻게 그런 일을 해냈는지에 대해 자세히 설명했다.
2402,그는 생일 축하한다고 했다,생일 축하를 받기 위해 그의 생일이 도래하기 전에 어떤 일이 벌어졌을 것입니다.,파티,먼저 나에게 선물을 주었다.
2403,그는 다리가 부러졌다,그는 사고로 다리를 다쳤다.,사고,그는 스케이트보드를 타고 있었다.
2404,그는 버스를 타고 학교에 갔다,그는 일어나서 집을 나와 버스를 탔다.,그는 일어나서 버스를 타고 학교에 갔다. 이는 출발하기 전에 일어났다.,는 아침을 먹고 집을 나왔다.
2405,그는 안전벨트를 착용했다,그는 차에 탑승하기 전에 안전벨트를 착용했다.,차를 운전,차량을 시동 걸기 전에는 반드시 안전벨트를 착용해야 한다.
2406,그는 그녀를 놀리고 있었다,사건이 일어나기 전에는 그가 그녀를 놀리고 있었다.,사과하기,그 전에 그녀를 괴롭히고 있었다.
2407,그는 아기가 태어날 예정였다,그는 아내와 함께 임신 기간을 보냈다.,아기가 태어나기 전에 일어났다.,그는 아기 방을 꾸미고 유모차와 아기 의류를 준비했다.
2408,그는 일찍 잠이 들었다,그는 피곤해서 일찍 잠이 들었다.,그는 일찍 잠이 들었다. 이는 일어나기 전에 일어났다.,밥을 먹고 TV를 보며 쉬었다.
2409,그는 전에는 한 번도 타본 적이 없었다,그는 전에는 한 번도 타본 적이 없었기 때문에 놀라워했다.,시작하기,는 자전거를 타본 적이 없었다.
2410,그는 다른 쪽 다리를 당겼다,그는 축구를 하다가 다른 쪽 다리를 당겼다.,스트레칭하기 전에 일어났다.,그 전에 그는 땅에 발을 걸치고 넘어졌다.
2411,그는 그녀의 찬장을 들여다봤다,어떤 이유로 그녀의 찬장을 들여다본 것이 있었을 것이다.,결혼식,그 전에 그녀를 칭찬해주고 싶었지만 망설였다.
2412,그는 체크 아웃했다,그는 호텔에서 체크아웃했다.,체크아웃하기 전에 일어난 일이다.,어떤 물건을 사고 싶다는 말을 했다.
2413,그는 결국 깨달았다,어떤 문제에 대해 오랜 시간을 고민하고 연구한 끝에 그는 결국 깨달았다.,실수,어떤 일이 일어나든 그는 자신의 선택에 책임이 있다는 것을.
2414,그는 현금을 받았다,어떤 거래나 서비스에 대한 대금을 지불하거나 받았을 것이다.,지불,은 은행에서 돈을 찾아왔다.
2415,그는 새 책상이 필요했다,가구 가게를 방문하여 새 책상을 구매하려고 했다.,새로운 공부를 시작,사용하던 책상이 너무 낡아서 버리기로 결정했다.
2416,그는 기타 연주법을 배웠다,그는 기타 연주법을 배우기 위해 수업을 들었다.,그는 기타 연주법을 배웠다. 이는 연주하기 전에 일어났다.,어쿠스틱 기타를 연주하는 법을 익혔다.
2417,그는 방울뱀을 봤다,방울뱀을 봤기 전에 그는 숲 속을 걷고 있었다.,몸을 움직이거나 소리를 내기,그 전에는 아무것도 없었다. 그저 조용한 숲 속에서 방울뱀이 한가롭게 기어다니고 있을 뿐이었다.
2418,그는 질문에 답했다,어떤 사람이 그에게 질문을 하였다.,답변을 받기 전에 일어났다.,그 전에 그는 심호흡을 하고 고민한 후에 질문에 대답했다.
2419,그는 집처럼 편안했다,그는 장소를 꾸며 편안한 분위기를 조성했다.,출근,"어디서 왔는지 모르겠지만, 그의 존재는 마치 오랜 친구를 만난 듯한 안정감을 주었다."
2420,그는 새 지갑을 구입했다,그는 이전 지갑을 분실하거나 손상되어 새 지갑을 구입했다.,구매,잃어버렸던 것이었다.
2421,그는 케이블을 서로 연결했다,그는 인터넷을 연결하기 위해 케이블을 서로 연결했다.,고장을 고치기 전에 일어났다.,전에 컴퓨터와 텔레비전을 준비해 놓았다.
2422,그는 신경치료가 필요했다,그 사람은 신경치료가 필요했다.,사고,어떤 사건이 있었던 것 같았다.
2423,그는 이를 갈았다,그는 칼을 갈았다.,그는 이를 갈았다. 이는 일어나기 전에 일어났다.,물을 채워야 했다.
2424,그는 새 드레스가 필요했다,그는 쇼핑을 하러 갔다.,쇼핑,어떤 특별한 자리에 참석해야 했기 때문이다.
2425,그는 도움이 필요했다,그는 도움이 필요했기 때문에 다음의 사건이 일어나기 전에 어떤 일이 벌어졌는지 알 수 없습니다.,도움을 요청하기 전에 일어났다.,무엇이 잘못되었는지 모르고 있었다.
2426,그는 나뭇잎 사이를 휘젓고 다녔다,그 전에 그는 숲 속을 산책하고 있었다.,가을(Autumn),그 전에 숲 속에서 조용한 새소리와 바람소리를 듣고 있었다.
2427,그도 눈치챘었다,어떤 사람이 그를 염탐하고 있었다.,일어나다,눈치채지 못했던 것을 후회했다.
2428,그는 점심을 잊어버렸다,어떤 일이 벌어졌는가: 그는 점심을 잊어버렸다.,일어나기 전에(empty) 그는 점심을 잊어버렸다.,어떤 중요한 회의가 있었기 때문에 바쁜 일정으로 점심을 잊어버렸다.
2429,그는 새끼 고양이를 발견했다,그 전에 그는 고양이를 키워야겠다고 생각했다.,자신이 아침을 시작하기 전에 일어났다.,그 전에 그는 고양이를 키우지 않았다.
2430,그는 학교에 가는 중였다,"이전에 그는 아침 일찍 일어나서 샤워를 하고, 옷을 입고, 아침 식사를 하며 집을 떠났다.",학교에 가는 중이었다. 이는 일어나기 전에 일어났다.,친구들과 만나기로 했다.
2431,그는 새 비디오 게임을 구입했다,그는 새 비디오 게임을 구입하기 위해 가게에 갔다.,구매,어떤 게임을 먼저 플레이했다.
2432,그는 기분이 매우 좋지 않았다,그는 기분이 매우 좋지 않았던 후에 그 사건이 일어났다.,아침에 일어나서,어떤 일이 있었기 때문에 그의 기분이 매우 좋지 않았다.
