,input,A,B
2236,그는 그녀에게 정말 상처를 줬다,그는 다른 사람의 감정을 고려하지 않고 자신의 행동으로 상처를 준 사람으로 보인다.,무심한
2237,그는 고양이를 구조했다,그는 친절하고 배려심 있는 사람으로 보인다.,영리한
2238,그는 학교를 위해 식료품을 사러 갔다,성실한 학생으로 보인다.,성실한
2239,그는 욕실을 리모델링했다,그는 집을 꾸미는 것을 즐기는 열정적인 사람으로 보인다.,지금 그는 행복한 사람으로 보인다.
2240,그는 새 애완동물을 구입했다,그는 애완동물을 좋아하는 사람으로 보인다.,책임질 수 있는
2241,그가 그녀를 데리러 갔다,사랑스러운 사람으로 보입니다.,친절한
2242,그는 잠을 좀 잤다,그는 피곤한 사람으로 보인다.,졸린
2243,그는 그녀를 다시 바라봤다,그는 그녀에게 관심이 있는 사람으로 보인다.,더 나은
2244,그는 그녀의 집에서 파티가 있었다,그는 사교적이고 활발한 사람으로 보인다.,친근한
2245,그는 그녀의 문을 두드렸다,사교적이고 호의적인 사람으로 보입니다.,신중한
2246,그는 밖에서 노는 것을 좋아했다,그는 활발하고 즐거운 사람으로 보인다.,자유로운
2247,그는 그의 구두닦이 박스를 받았다,그는 친절하고 배려심 있는 사람으로 보인다.,정돈된
2248,그는 학교를 마치고 집으로 걸어갔다,보통 학생으로 보인다.,차분한
2249,그는 스스로 목숨을 끊었다,"자신을 포기한, 절망적인 사람으로 보입니다.",자멸적인
2250,그는 정말 멋져 보였다,이 사람은 자신감 있고 매력적으로 보인다.,자신감 있는
2251,그는 사탕을 원했다,그는 단순히 사탕을 원하는 사람으로 보인다.,달콤한
2252,그는 그녀에게 너무 비쌌다,그는 이기적이고 타인을 고려하지 않는 사람으로 보인다.,부자된
2253,그는 바느질하는 법을 배우고 싶어했다,그는 새로운 기술을 배우고자 하는 열정적인 사람으로 보인다.,열정적인
2254,그는 할머니에게 물어봤다,그는 호감이 있는 사람으로 보인다.,너무 친절한
2255,그는 남자친구와 말다툼을 벌였다,그는 갈등을 겪는 보호자 혹은 파트너로 보인다.,화난
2256,그는 지푸라기라도 잡는 심정였다,그는 끈질긴 사람으로 보인다.,그는 작은 일에도 꼼꼼한 사람으로 보인다.
2257,그는 영화 보러 가고 싶어했다,그는 영화를 좋아하는 사람으로 보인다.,친절한
2258,그는 병원으로 급히 이송해야 했다,그는 긴급한 상황에 처한 사람으로 보인다.,위험한
2259,그도 자신을 봤다,"자기 자신에 대해 관심을 가지고 있고, 내면적인 고민을 하는 사람으로 보인다.",자신을
2260,그는 곧 시험이 있었다,그는 열심히 공부하는 학생으로 보인다.,시험에 대해 열심히 공부한
2261,그는 결국 그만뒀다,그는 끈질긴 사람으로 보인다.,피곤한
2262,그는 새로운 취미를 찾았다,그는 호기심 많고 새로운 도전을 즐기는 사람으로 보인다.,행복한
2263,그는 저녁 식사에 초대했다,친절하고 사교적인 사람으로 보입니다.,친절한
2264,그는 할아버지와 함께 낚시를 하러 갔다,그는 가족을 중요시하고 즐거운 시간을 보내는 사람으로 보인다.,친근한
2265,그는 친구가 많지 않았다,그는 조용하고 내성적인 사람으로 보인다.,외로운
2266,그는 어느 날 일을 그만뒀다,모험가 혹은 변화를 추구하는 사람으로 보인다.,어쩌면 피곤한
2267,그는 방과 후에도 학교에 남아 있었다,열심히 공부하는 학생으로 보인다.,열심히 공부하는
2268,그는 집에 가서 잠자리에 들었다,일반적인 사람으로 보입니다.,피곤한
2269,그는 새 남자친구가 생겼다,그는 새로운 시작을 하는 사람으로 보인다.,좋은
2270,그는 깊은 심호흡을 했다,그는 스트레스를 받고 있거나 집중하고 있는 사람으로 보입니다.,차분한
2271,그는 새 전자 레인지를 구입했다,그는 실용적이고 현대적인 사람으로 보인다.,신나는
2272,그는 더 가까워진 느낌였다,이 사람은 다른 사람과의 관계를 더 가깝게 만들려는 성향이 있는 것으로 보인다.,더 친근한(reachable)
2273,그는 전화벨 소리가 들렸다,그는 기다리던 사람으로 보인다.,익숙한
2274,그는 새 배터리를 구입했다,그는 신중하고 현명한 사람으로 보인다.,활기찬
2275,그는 목소리를 잃었다,그는 어떤 사람으로 보이는가? 한 문장으로 답하라: 그는 목소리를 잃은 채로 무력해진 사람으로 보인다.,슬픈
2276,그는 함께 노래했다,친근하고 사교적인 사람으로 보인다.,친절한
2277,그는 고양이에게 먹이를 먹였다,동물을 사랑하는 친절한 사람으로 보인다.,친절한
2278,그는 시간을 확인했다,그는 신중하고 시간을 중요시하는 사람으로 보인다.,정확한
2279,그는 함께 함정을 건설했다,그는 교활한 사람으로 보인다.,그는 교활한 사람으로 보인다.
2280,그는 공격을 시작했다,그는 공격적인 사람으로 보인다.,위협적인
2281,그는 어디에서나 착용했다,그는 항상 깔끔하고 세련된 사람으로 보인다.,어디에서나 착용했다. 그는 스타일리시한 사람으로 보인다.
2282,그는 자신의 의무를 소홀히 했다,그는 부주의한 사람으로 보인다.,부실한
2283,그는 뮤직 비디오를 시청했다,그는 음악을 좋아하는 사람으로 보인다.,음악을 좋아하는
2284,그는 그녀에게 개요를 소개했다,친절하고 사교적인 사람으로 보인다.,친절한
2285,그는 읽을 책을 찾았다,그는 지식을 중요시하고 학습을 즐기는 사람으로 보인다.,지식인
2286,그는 스스로 그만뒀다,자기 결정을 존중하고 자유로운 의지를 가진 사람으로 보인다.,결단력 있는
2287,그는 아마존에서 음악을 주문했다,그는 음악을 즐기는 사람으로 보인다.,음악을 주문한 것으로 보아 음악을 즐기는 사람으로 보인다.
2288,그는 현장 학습 중였다,그는 적극적이고 경험을 중요시하는 사람으로 보인다.,열정적인
2289,그는 엉덩이를 흔들었다,이 문장만으로는 해당 사람이 어떤 사람으로 보이는지 명확하게 알 수 없습니다. 추가적인 정보가 필요합니다.,섹시한
2290,드디어 그의 차례였다,그는 기다리던 것을 끝내고 자신의 기회를 잡은 사람으로 보인다.,자신감 있는
2291,그는 그녀의 뒤를 흘끗 쳐다봤다,그는 호기심 많은 사람으로 보인다.,참으로 호기심 많은
2292,그는 자신의 자리를 찾았다,자신의 자리를 찾은 사람으로 보인다.,자신감 있는
2293,그는 확인하러 갔다,그는 책임감 있는 사람으로 보인다.,믿을 만한
2294,그는 사실이라고 하기에는 너무 좋은 사람였다,"

그는 신뢰할 만한 사람으로 보인다.",도덕적으로 정직한
2295,그는 제 머리 위로 떨어졌다,그는 위험에 노출된 사람으로 보인다.,멋진
2296,그는 동물원을 방문했다,그는 동물을 좋아하는 사람으로 보인다.,친근한
2297,그는 그것을 어디에서도 찾을 수 없었다,그는 좌절한 사람으로 보인다.,유일한
2298,그는 함께 플레이했다,그는 친절하고 사교적인 사람으로 보입니다.,친절한
2299,그는 결혼을 앞두고 있었다,그는 결혼을 앞두고 있는 예비 신랑으로 보인다.,미래의 행복한
2300,그는 그의 다리를 뻗었다,그는 피로 물든 용사로 보인다.,긴장된
2301,그는 소년에게 물었다,그는 호기심 많은 사람으로 보인다.,어떤
2302,그는 검을 들었다,전투적이고 위협적인 사람으로 보인다.,용감한
2303,그는 잠을 자려고 했다,그는 피곤한 사람으로 보인다.,피곤한
2304,그는 집안 곳곳을 살펴봤다,그는 호기심 많은 사람으로 보인다.,조심스러운
2305,그는 공원에서 공을 찾았다,그는 즐거움을 찾는 사람으로 보인다.,행복한
2306,그는 농구 덩크슛을 했다,그는 운동을 좋아하는 스포츠맨으로 보인다.,강력한
2307,그는 캐나다를 방문했다,그는 여행을 즐기는 사람으로 보인다.,외국인
2308,그는 또한 지켜봤다,주변 상황을 지켜보는 관찰자로 보인다.,친절한
2309,그는 그의 이름이 찍혔다,그는 범죄자로 보인다.,자신감 있는
2310,그는 새 오토바이를 구입했다,그는 모험을 즐기고 스포츠를 즐기는 사람으로 보인다.,"
멋진"
2311,그는 피를 흘리기 시작했다,폭력적인 사람으로 보인다.,몹시 상처받은
2312,그는 새 헤드폰을 구입했다,음악을 즐기는 사람으로 보인다.,음악을 즐기는
2313,그는 가능성을 높였다,주도적이고 결정적인 사람으로 보입니다.,자신감 있는
2314,그는 룸메이트에게 물어봤다,친절하고 소통을 중요시하는 사람으로 보인다.,정말 친절한
2315,그는 그녀에게 혀를 내밀었다,그는 무례하고 경솔한 사람으로 보인다.,위험한
2316,그는 그녀를 노려봤다,그는 위협적인 사람으로 보인다.,무서운
2317,그는 음식을 주문했다,음식을 주문한 사람으로 보입니다.,나쁜
2318,그는 그녀를 태워버렸다,이 사람은 타인의 안전을 고려하지 않고 자기 이익만을 생각하는 자신 중심적인 사람으로 보입니다.,무심한
2319,그는 클라리넷을 연주했다,음악을 즐기고 예술적인 흥미를 가진 사람으로 보인다.,음악적인
2320,그는 온라인 데이트를 시도했다,그는 새로운 사람을 만나고자 하는 소통적이고 개방적인 사람으로 보인다.,좋은
2321,그는 신용 카드를 받았다,신용 카드를 받은 사람으로 보입니다.,신용 카드를 받았다. 그는 신뢰할 만한 사람으로 보인다.
2322,그는 파티에 가려고 했다,그는 사교적이고 활발한 사람으로 보인다.,외로운
2323,그는 휴대폰을 두고 갔다,부주의한 사람으로 보인다.,부주의한
2324,그는 새 책을 구입했다,책을 좋아하는 사람으로 보인다.,지적인
2325,그는 벌에 쏘였다,그는 용감한 사람으로 보인다.,쓰러진
2326,그는 시끄러운 소리가 들었다,그는 소음에 예민한 사람으로 보인다.,조용한
2327,그는 주차 공간을 찾았다,차량을 운전하는 일반적인 사람으로 보인다.,행운이 좋은
2328,그는 배달 음식을 주문했다,그는 편리함과 신속한 서비스를 중요시하는 사람으로 보인다.,외식을 좋아하는
2329,그는 시끄러운 소리를 내었다,그는 공격적이거나 화를 내는 사람으로 보인다.,화난
2330,그는 정말 목이 말랐다,그는 배고픈 사람으로 보인다.,마른
2331,그는 새 타이어를 구입했다,그는 차량을 소유하고 유지보수에 관심이 있는 사람으로 보인다.,신나는
2332,그는 책의 결말을 들었다,호기심이 많고 책을 좋아하는 사람으로 보인다.,똑똑한
2333,그는 항상 배고팠다,그는 먹을 것을 찾는 데에 전념하는 사람으로 보인다.,마치 빈틈이 있는(empty)
2334,그는 깃발을 보여줬다,그는 자부심을 가진 국가주의자로 보인다.,자랑스러운
2335,그는 서핑을 배웠다,그는 적극적이고 모험을 즐기는 사람으로 보인다.,쿨한
2336,그는 할인을 받았다,그는 현명한 소비자로 보인다.,저렴한
2337,그는 내 발목을 다치게 했다,피해자로 보인다.,잔인한
2338,그는 윙크했다,그는 장난기 많은 사람으로 보인다.,낙천적인
2339,그는 데이트를 주선했다,그는 로맨틱하고 관대한 사람으로 보인다.,로맨틱한
2340,그는 의사와 약속을 잡았다,그는 신뢰할 만한 사람으로 보인다.,신뢰할 만한
2341,그는 천둥소리를 들었다,그는 놀라거나 두려워하는 사람으로 보인다.,용맹한
2342,그는 물을 충분히 마셨다,건강에 관심을 가지고 챙겨주는 사람으로 보인다.,건강한
2343,그는 토할 것 같았다,그는 아마 몹시 불편해하는 사람으로 보인다.,참을 수 없는(revolting)
2344,그는 그럴지도 모른다고 생각했다,그는 신중하고 현실적인 사람으로 보인다.,정직한
2345,그는 사탕을 먹었다,그는 단순히 사탕을 먹은 사람으로 보입니다.,달콤한
2346,그는 심하게 아팠다,그는 취약한 사람으로 보인다.,피곤한
2347,그는 메인 브레이스를 연결했다,그는 부상을 당한 사람으로 보인다.,강력한
2348,그는 엉덩방아를 찧었다,이 사람은 즉흥적이고 무모한 행동을 하는 사람으로 보인다.,그는 무례한(reckless) 사람으로 보인다.
