,input,A,B,B2,B3
2330,그는 정말 목이 말랐다,그는 굉장히 허겁지겁하고 불편했다.,"""그는 정말 목이 말랐다. 따라서 그는 물을 마시겠다고 느꼈다.""",갈증이었다. 그는 물을 마시고 싶었다.,"그는 갈증을 느꼈는데, 왜냐하면 그는 정말 목이 말랐기 때문이다."
2331,그는 새 타이어를 구입했다,그는 만족했다.,안전한 것,새로운 타이어로 인해 자동차의 주행이 더 안전하고 안정적일 것이라는 확신이었다.,"그는 만족한 것을 느꼈는데, 왜냐하면 그는 새 타이어를 구입했기 때문이다."
2332,그는 책의 결말을 들었다,그는 충격을 받았다.,이야기가 마무리되었음을 느꼈다.,"불안함과 궁금함이었다. 그의 마음은 결말에 대한 호기심으로 가득 차 있었고, 동시에 이야기가 어떻게 끝나는지 걱정도 되었다.",슬픈
2333,그는 항상 배고팠다,그는 굶주렸다.,불안한,"빈 속이었다. 그는 언제나 먹을 것을 찾고 있었고, 배가 고픈 상태였다.","그는 고통을 느꼈는데, 왜냐하면 그는 항상 배고팠기 때문이다."
2334,그는 깃발을 보여줬다,그는 자랑스러웠다.,자부심을 느꼈다.,자부심과 자신감이었다. 그의 깃발을 보여주는 행동은 그가 자신의 신념과 가치를 대중에게 표현하고 싶어했기 때문이다.,"그는 자부심을 느꼈는데, 왜냐하면 그는 깃발을 보여줬기 때문이다."
2335,그는 서핑을 배웠다,그는 흥분했다.,자유롭게 움직일 수 있는 것을 느꼈다., 자유와 즐거움이었다. 파도를 타고 느끼는 속도감과 바다에서의 자유로움은 그에게 큰 즐거움을 주었다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 서핑을 배웠기 때문이다."
2336,그는 할인을 받았다,그는 기쁘고 만족했다.,가치 있는, 만족감이었다. 할인을 받아서 돈을 절약했기 때문에 그는 만족스러운 쇼핑 경험을 했다.,"그는 만족한 것을 느꼈는데, 왜냐하면 그는 할인을 받았기 때문이다."
2337,그는 내 발목을 다치게 했다,그는 분노와 아픔으로 가득했다.,아픈 것을 느꼈다.,나의 고통과 불편함이었다.,아픈
2338,그는 윙크했다,그는 쾌활하고 유쾌한 기분이었다.,즐거움,놀람과 즐거움이었다.,"그는 기분 좋은 것을 느꼈는데, 왜냐하면 그는 윙크했기 때문이다."
2339,그는 데이트를 주선했다,그는 흥분했다.,행복한,"행복과 설렘이었다. 그녀와 함께하는 시간을 기다리며 가슴이 두근거렸고, 특별한 순간을 만들기 위해 신중하게 준비를 했다.","그는 실망한 것을 느꼈는데, 왜냐하면 그는 데이트를 주선했기 때문이다."
2340,그는 의사와 약속을 잡았다,그는 안도감과 기쁨을 느꼈다.,기쁨을 느꼈다.,기대와 설렘이었다. 그는 의사와의 약속을 기다리며 떨리는 마음으로 시간을 보냈다.,"그는 긴장된 것을 느꼈는데, 왜냐하면 그는 의사와 약속을 잡았기 때문이다."
2341,그는 천둥소리를 들었다,그는 놀랐다.,번개를 느꼈다.,불안과 두려움이었다. 번개가 번쩍이는 소리와 함께 천둥소리가 들리자 그는 무서움을 느꼈다.,"그는 두려움을 느꼈는데, 왜냐하면 그는 천둥소리를 들었기 때문이다."
2342,그는 물을 충분히 마셨다,그는 상쾌하고 만족스러웠다.,소화된,신선함과 에너지가 솟아나는 기분이었다.,만족한
2343,그는 토할 것 같았다,그는 혼란스럽고 불편했다.,구역질을, 불편함과 두통이었다. 그는 즉시 의사에게 연락해야 했다.,구토할
2344,그는 그럴지도 모른다고 생각했다,의심스러웠다.,불안한 것을 느꼈다.," 불안함과 불확실함이었다. 그는 자신의 선택이 옳았는지, 그리고 미래에 대한 두려움을 느꼈다. 하지만 그는 이를 이겨내기로 결심했다.","그는 불안한 것을 느꼈는데, 왜냐하면 그는 그럴지도 모른다고 생각했기 때문이다."
2345,그는 사탕을 먹었다,그는 기쁘고 만족했다.,당연히 달콤한 맛을 느꼈다.,달콤한 맛이었다.,"그는 달콤한 맛을 느꼈는데, 왜냐하면 그는 사탕을 먹었기 때문이다."
2346,그는 심하게 아팠다,그는 고통스러웠다.,죽음의 가까움을,쓰러질 것 같은 두통과 몸의 무력감이었다.,"그는 고통을 느꼈는데, 왜냐하면 그는 심하게 아팠기 때문이다."
2347,그는 메인 브레이스를 연결했다,그는 안도감을 느꼈다.,안정된 것을 느꼈다.,"압력과 안정감이었다. 브레이스가 그의 몸을 지탱해주고 있었기 때문에, 그는 안심하고 일상생활을 이어나갈 수 있었다.","그는 전기 충격을 느꼈는데, 왜냐하면 그는 메인 브레이크를 연결했기 때문이다."
2348,그는 엉덩방아를 찧었다,그는 괴로워하고 당황했다.,그는 아픈 것을 느꼈다.,극심한 통증과 부끄러움이었다.,아픈
2349,그는 가족을 찾았다,그는 안도감과 기쁨을 느꼈다.,안정된, 안정감과 행복이었다. 부모님과 형제들을 다시 만나고 함께 시간을 보낼 수 있어서 그는 마음의 고립에서 벗어나 안도감을 느꼈다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 가족을 찾았기 때문이다."
2350,그는 매니저에게 말했다,"""그는 안도감을 느꼈다.""",실망된, 무력감이었다. 그는 자신의 의견이 무시되고 결정에 영향을 미치지 못하는 것을 너무나도 분명하게 느꼈다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 매니저에게 말했기 때문이다."
2351,그는 공을 떨어뜨렸다,그는 실수한 것 같아서 당황했다.,실수한 것을 느꼈다.,"실수와 후회였다. 그의 얼굴은 창백해지고, 실수한 것을 인정하는 눈빛이었다.","그는 후회하는 것을 느꼈는데, 왜냐하면 그는 공을 떨어뜨렸기 때문이다."
2352,그는 지능이 증가했다,그는 기쁘고 만족했다.,자신이 더 많은 것을 이해한다.,자신의 능력이 향상되고 더 많은 것을 이해할 수 있게 되었다.,"그는 자신의 지능이 증가했다는 것을 느꼈는데, 왜냐하면 그는 더 많은 것을 이해할 수 있었기 때문이다."
2353,그는 수업에 제출할 에세이를 작성했다,그는 만족했다.,완성된 것을 느꼈다.,자신의 능력과 지식을 향상시키기 위한 열망이었다.,"그는 자부심을 느꼈는데, 왜냐하면 그는 수업에 제출할 에세이를 작성했기 때문이다."
2354,그는 꼬리를 흔들었다,그는 기쁨을 느꼈다.,친밀함을,애정과 행복이었다.,기쁨을
2355,그는 리본을 획득했다,그는 기뻤다.,성취감, 성취감과 자부심이었다. 그는 자신의 노력과 능력으로 리본을 획득했기 때문에 자랑스러웠다.,"그는 특별한 것을 느꼈는데, 왜냐하면 그는 리본을 획득했기 때문이다."
2356,그는 직장을 그만뒀다,그는 안도감과 동시에 불안함을 느꼈다.,자유를 느꼈다.,자유와 안도였다. 새로운 시작을 할 수 있는 기회와 불안함도 함께 느꼈다.,"그는 자유를 느꼈는데, 왜냐하면 그는 직장을 그만뒀기 때문이다."
2357,그는 그녀가 엄청나게 귀엽다고 생각했다,그는 그녀에 대해 열정적이고 감동받았다.,사랑하는 것을 느꼈다.,그녀에 대한 강한 애정과 사랑이었다.,"그는 사랑하는 것을 느꼈는데, 왜냐하면 그는 그녀가 엄청나게 귀엽다고 생각했기 때문이다."
2358,그는 차에 치였다,그는 충격과 공포를 느꼈다.,죽음을,"순간적인 충격과 아픔이었다. 그의 몸은 통증으로 가득 찼고, 머릿속은 혼란스러웠다. 어떻게 이런 일이 일어날 수 있었는지를 이해할 수 없었다. 또한 두려움과 불안",아픈
2359,그는 어젯밤에 TV를 시청했다,어젯밤에 TV를 시청한 그는 편안했다.,즐거움을 느꼈다.,TV를 시청한 후에 피로감과 졸음이었다.,"그는 졸음을 느꼈는데, 왜냐하면 그는 어젯밤에 TV를 시청했기 때문이다."
2360,그도 그녀를 봤다,놀라웠다.,그녀를 좋아한다. 따라서 그는 사랑을 느꼈다.,그녀에 대한 강한 호감이었다.,"그는 질투를 느꼈는데, 왜냐하면 그도 그녀를 봤기 때문이다."
2361,그는 아내에게 물었다,"""그는 궁금하고 기대감에 가득 찼다.""",그는 아내에게 물었다. 따라서 그는 궁금증을 느꼈다.,불안과 불편함이었다. 그녀는 조용히 대답했다.,"그는 어떤 것을 느꼈는데, 왜냐하면 그는 아내에게 물었기 때문이다."
2362,그는 곧 등장할 예정였다,그는 설레었다.,그는 긴장된 것을 느꼈다.,"기대와 긴장이었다. 그의 등장은 모두에게 큰 영향을 미칠 것으로 예상되었기 때문에, 그는 자신의 역할을 충분히 이해하고 준비해야 했다.","그는 불안한 것을 느꼈는데, 왜냐하면 그는 곧 등장할 예정였기 때문이다."
2363,그는 함께 영화를 감상했다,그는 행복했다.,즐거운 것을 느꼈다.,"놀람과 흥분이었다. 영화의 강렬한 장면들과 전개에 그는 완전히 몰입하여 놀라움을 느꼈고, 동시에 영화 속 캐릭터들의 이야기에 흥분하며 공감했다.","그는 행복한 것을 느꼈는데, 왜냐하면 그는 함께 영화를 감상했기 때문이다."
2364,그는 에세이를 작성했다,그는 뿌듯하고 만족했다.,성취감,"불안함과 긴장감이었다. 쓰기 과정에서 자신의 생각을 정리하고 표현하는 것에 대한 압박감 때문에 그는 계속해서 불안해했고, 작성한 내용이 충분히 전달될 수 있는지 걱정했다.","그는 자부심을 느꼈는데, 왜냐하면 그는 에세이를 작성했기 때문이다."
2365,그는 장난감을 공유했다,그는 기쁘고 만족했다.,타인과 함께하는 즐거움을 느꼈다.,누군가와 함께하는 즐거움과 만족감이었다. 함께 놀며 즐거운 시간을 보내고 다른 사람과 자신의 장난감을 나누는 것으로 인해 그는 따뜻한 우정과 연대감을 느꼈다.,행복한
2366,그는 이상한 소리를 내었다,놀랐다.,"불안한, 불안함","불안함과 혼란이었다. 그는 자신이 이런 소리를 내는 것을 제어할 수 없었고, 무엇이 그를 이렇게 만들었는지에 대한 의문이 들었다.","그는 당혹스러운 것을 느꼈는데, 왜냐하면 그는 이상한 소리를 내었기 때문이다."
2367,그는 자신을 비웃고 있었다,그는 분노와 상처를 느꼈다.,자신이 무능하다,자신의 무능함과 불안감이었다.,슬픈
2368,그는 완벽한 짝을 찾았다,그는 행복했다.,행복한," 행복과 만족감이었다. 함께하는 모든 순간이 특별하고 소중했으며, 그의 삶에 큰 의미를 부여해주었다.",행복한
2369,그는 운전 중에 문자를 보내었다,그는 책임감이 없고 위험한 행동을 한 것에 대해 후회하고 불안했다.,위험한 것을 느꼈다.,책임감과 안전에 대한 무관심이었다. 그는 다른 사람들의 안전을 위협하고 있음을 알면서도 이를 무시하고 행동했기 때문에 죄책감과 후회가 들었다.,자신의 잘못을
2370,그는 학교를 그만뒀다,그는 안타깝고 실망스러웠다.,자유를 느꼈다.,"자유와 책임감이었다. 처음에는 자유로움을 느꼈지만, 그 후에는 책임감과 불안함도 함께 느꼈다.","그는 후회하는 것을 느꼈는데, 왜냐하면 그는 학교를 그만뒀기 때문이다."
2371,그는 머리를 다르게 자르고 싶어했다,그는 새로운 변화를 원했다.,변화를 원했다.,새로운 변화와 새로운 모습으로의 열망이었다.,"그는 변화를 느꼈는데, 왜냐하면 그는 머리를 다르게 자르고 싶어했기 때문이다."
2372,그는 혀를 내밀었다,그는 역겨웠다.,아마도 신선한 맛을 느꼈을 것이다.,쓴 맛과 시원함이었다.,"아마도 매운 맛을 느꼈는데, 왜냐하면 그는 혀를 내밀었기 때문이다."
2373,그는 방과 후에 그녀와 싸웠다,그는 화가 났다.,그는 화난 것을 느꼈다.,분노와 상처였다. 그녀와의 싸움으로 그의 마음은 아프고 억울함을 느끼게 되었다.,"그는 분노를 느꼈는데, 왜냐하면 그는 방과 후에 그녀와 싸웠기 때문이다."
2374,그는 처음으로 투표를 했다,그는 자부심을 느꼈다.,책임감,선택권을 가진 책임감과 중요성이었다.,"그는 설레임을 느꼈는데, 왜냐하면 그는 처음으로 투표를 했기 때문이다."
2375,그는 징그러워 보였다,사건에 대해 불쾌함을 느꼈을 것이다.,역겨운 것을 느꼈다.,불편함과 불안이었다.,불편한
2376,그는 딸을 찾았다,그는 안도와 기쁨으로 가득했다.,안도함, 안도와 행복이었다. 그녀를 다시 안아볼 수 있어서 그는 마음이 안정되었고 기쁨을 느꼈다.,기쁨을
2377,그는 레시피를 찾았다,그는 안도감을 느꼈다.,만족함,만족감이었다. 새로운 요리를 시도할 수 있게 된 것에 대한 흥분과 기대감으로 가득 찼다.,"그는 안도된 것을 느꼈는데, 왜냐하면 그는 레시피를 찾았기 때문이다."
2378,그는 새로운 악기를 배웠다,그는 흥분했다.,음악적인 즐거움을 느꼈다.,자신의 가능성을 더욱 넓히고 성취감을 느꼈다.,"그는 자부심을 느꼈는데, 왜냐하면 그는 새로운 악기를 배웠기 때문이다."
2379,그는 제가 가장 좋아하는 프로그램을 시청했다,그는 기쁨을 느꼈다.,즐거움을 느꼈다.,내가 그 프로그램을 사랑하는 이유를 이해할 수 있었을 것이다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 제가 가장 좋아하는 프로그램을 시청했기 때문이다."
2380,그는 지저분해졌다,그는 역겨웠다.,부끄러운,자신의 삶에 대한 무력감과 좌절감이었다.,"그는 안타까운 것을 느꼈는데, 왜냐하면 그는 지저분해졌기 때문이다."
2381,그는 새 친구가 필요했다,그는 외로웠다.,외로움,외로움과 고립감이었다.,"그는 외로움을 느꼈는데, 왜냐하면 그는 새 친구가 필요했기 때문이다."
