,input,A,B,B2
2330,그는 정말 목이 말랐다,그는 하루 종일 물을 마시지 않았다,운동을 하다,그는 운동을 많이 했다
2331,그는 새 타이어를 구입했다,그는 자동차가 파손되었다,자동차 사고를 당하다,그는 자동차 정비소에 갔다
2332,그는 책의 결말을 들었다,그는 그 책을 읽다,책을 빌려 읽다,그는 이야기의 모든 장면을 다시 읽었다
2333,그는 항상 배고팠다,그는 식사를 거르다,식사를 거르다,그는 아침을 건너뛰었다
2334,그는 깃발을 보여줬다,그는 국가를 대표하는 스포츠 경기에 참여하다,승리를 거두다,그는 축구 경기를 위해 준비했다
2335,그는 서핑을 배웠다,그는 해변으로 여행을 갔다,해변에 이사를 가다,그는 바다로 자주 다녀갔다
2336,그는 할인을 받았다,그는 그의 카드를 사용하다,카드를 사용하다,그는 매장에서 상품을 구매했다
2337,그는 내 발목을 다치게 했다,그는 바닥에 떨어진 물건을 주워 올려다보다,축구 경기에서 실수를 저지르다,그는 무심코 내 발을 밟았다
2338,그는 윙크했다,그는 그녀와 눈이 마주친 후에 윙크했다,그녀에게 로맨틱한 신호를 보내다,그녀와 비밀 언어로 대화했다
2339,그는 데이트를 주선했다,그는 여자 친구와의 관계를 다시 확립하기를 원했다,여자친구와 결혼을 계획하다,그녀와의 관계를 더 발전시키고 싶었다
2340,그는 의사와 약속을 잡았다,그는 건강 상태가 좋지 않다고 느끼다,건강이 나빠지다,그는 건강검진을 받았다
2341,그는 천둥소리를 들었다,그는 날씨가 변하고 있다고 느끼다,잠에서 깨다,그는 창문을 닫았다
2342,그는 물을 충분히 마셨다,그는 운동 후에 목이 매우 마르다고 느꼈다,그는 더운 날씨에 오랫동안 밖에서 활동하다,그는 무더운 날씨에 야외 활동을 했다
2343,그는 토할 것 같았다,그는 너무 많은 술을 마셨다,그는 햄버거를 많이 먹다,그는 배가 고팠다고 했다
2344,그는 그럴지도 모른다고 생각했다,그는 그녀가 그럴지도 모른다고 생각하다,진실을 알게 되다,그는 이상한 행동을 보였기 때문이었다
2345,그는 사탕을 먹었다,그는 치아가 아파서 치과를 방문했다,달콤한 것을 먹다,그는 치아가 아팠다
2346,그는 심하게 아팠다,그는 하루 종일 바깥에서 비를 맞았다,의사에게 진단을 받다,그는 감기 바이러스에 노출되었다
2347,그는 메인 브레이스를 연결했다,그는 스노우보드를 타기 위해 장비를 확인하다,물에 빠지다,그는 안전띠를 착용했다
2348,그는 엉덩방아를 찧었다,그는 미끄러지다,얼음 위에서 미끄러지다,그는 미끄러진 바닥에서 넘어졌다
2349,그는 가족을 찾았다,그는 실종된 가족을 찾아다니다,장기간 실종되었다가 발견되다,그는 사회복무요원으로 일하고 있었다
2350,그는 매니저에게 말했다,그는 새로운 프로젝트를 시작하다,새로운 프로젝트를 제안하다,그는 프로모션을 요청했다
2351,그는 공을 떨어뜨렸다,그는 손이 미끄러져서 공을 떨어뜨리다,손이 미끄러졌다,그는 손이 미끄러져서 공을 놓았다
2352,그는 지능이 증가했다,그는 매일 수학 문제를 풀다,매일 독서를 하다,그는 뇌를 자극하는 게임을 매일 했다
2353,그는 수업에 제출할 에세이를 작성했다,그는 과제 마감일이 다가오고 있었다,주제에 대해 깊이 연구하다,그는 주제를 선정하고 연구를 진행했다
2354,그는 꼬리를 흔들었다,그는 그의 강아지를 만났다,주인을 만나다,그는 주인의 목소리를 들었다
2355,그는 리본을 획득했다,그는 그녀의 생일 선물을 포장하다,마라톤에서 1등을 차지하다,그는 매일 아침 일찍 일어나서 훈련을 받았다
2356,그는 직장을 그만뒀다,그는 새로운 직장을 찾기로 결정했다,스트레스를 너무 많이 받다,그는 상사와 갈등이 있었다
2357,그는 그녀가 엄청나게 귀엽다고 생각했다,그는 그녀의 사진을 보고 있었다,그녀의 웃음소리를 듣다,그녀가 웃는 모습을 보았다
2358,그는 차에 치였다,그는 횡단보도를 건너려고 했다,횡단보도를 건너다,그는 횡단보도를 건너려고 하던 중이었다
2359,그는 어젯밤에 TV를 시청했다,그는 오늘 아침에 방송된 프로그램에 대해 이야기하다,잠을 자려고 했지,그는 친구들과 식사를 했다
2360,그도 그녀를 봤다,그는 그녀가 다가오는 것을 알아차리다,자신의 심장이 뛰는 소리를 듣다,그는 친구에게 소개팅을 추천받았다
2361,그는 아내에게 물었다,그는 그녀와 결혼하고 싶다고 생각했다,결혼식을 준비하다,그는 결혼식을 준비했다
2362,그는 곧 등장할 예정였다,그는 그의 이름을 부르기 위해 준비 중이었다,준비를 마치다,그는 대본을 완성했다
2363,그는 함께 영화를 감상했다,그는 그녀와 데이트를 하다,친구와 심야 영화를 보다,그는 맛있는 팝콘을 사러 갔다
2364,그는 에세이를 작성했다,그는 대학 입학서류를 작성하다,대학 입학을 위해 지원서를 제출하기로 결정하다,그는 주제를 선정했다
2365,그는 장난감을 공유했다,그는 생일 파티를 열었다,친구와의 관계를 개선하다,그는 자신의 친구와 함께 놀이실에 갔다
2366,그는 이상한 소리를 내었다,그는 꿈에서 깨어나다,그는 이상한 꿈을 꾸다,그는 어떤 것을 발견했다
2367,그는 자신을 비웃고 있었다,그는 자신의 어리석음을 깨닫고 있었다,실수를 하다,그는 실패를 겪었지만 다시 일어나려고 했다
2368,그는 완벽한 짝을 찾았다,그는 여러 사람과 데이트를 해보고 결국 완벽한 짝을 찾았다,많은 노력 끝에 결혼 상대를 만나다,그는 여러 차례 실망했다
2369,그는 운전 중에 문자를 보내었다,그는 급한 일이 있어서 친구에게 문자를 보내다,사고를 당하다,그는 급한 일이 있어서 서둘러야 했다
2370,그는 학교를 그만뒀다,그는 학업에 실패하다,자신의 꿈을 찾기로 결심하다,그는 학업에 흥미를 잃었다
2371,그는 머리를 다르게 자르고 싶어했다,그는 그의 친구에게 새로운 헤어 스타일을 추천받았다,오랜만에 변화를 원하다,그는 오랜만에 새로운 변화를 원했다
2372,그는 혀를 내밀었다,그는 맛있는 음식을 먹었다,매운 음식을 먹다,그는 맛있는 디저트를 먹었다
2373,그는 방과 후에 그녀와 싸웠다,그는 그녀가 자신을 놓고 농담하는 것을 듣다,친구들과 축구를 하다,그는 그녀가 자신을 놓치지 않기를 원했다
2374,그는 처음으로 투표를 했다,그는 18세가 되다,시민의 권리를 행사하다,그는 정치에 대해 더 배우고 싶었다
2375,그는 징그러워 보였다,그는 그의 식사를 보고 소름 끼치다,부패한 음식을 먹다,그는 배가 고팠다고 했다
2376,그는 딸을 찾았다,그는 그녀의 딸이 실종되었다,경찰서에 신고하다,그녀가 집을 나간 것을 알아챘다
2377,그는 레시피를 찾았다,그는 요리를 시작하다,요리를 시작하기로 결정하다,그는 냉장고를 열어보았다
2378,그는 새로운 악기를 배웠다,그는 음악에 더 많은 관심을 가지고 있다,음악에 빠져들다,그는 음악에 대한 열정을 가지고 있었다
2379,그는 제가 가장 좋아하는 프로그램을 시청했다,그는 TV 가이드를 확인하고 프로그램을 찾다,일찍 퇴근하다,그는 친구들과 함께 영화를 보기로 했다
2380,그는 지저분해졌다,그는 오랜만에 집 청소를 하지 않았다,집 청소를 하다,그는 요리를 하면서 식재료를 흘렸다
2381,그는 새 친구가 필요했다,그는 이사를 해서 새로운 동네에 왔다,전직장에서 퇴사하다,그는 새로 이사 온 동네에서 외로움을 느꼈다
2382,그는 도둑을 잡았다,그는 이웃집에서 이상한 소리를 듣고 나가 보았다,경찰이 되다,그는 경찰서에서 근무했다
2383,그는 오른쪽으로 착지했다,그는 비행기를 조종하고 있었다,비행기 조종사로부터 지시를 받다,그는 비행기를 조종했다
2384,그는 공을 패스했다,그는 팀원이 자유로운 상태에 있음을 알고 있었다,상대팀원과의 협력을 강화하다,그는 팀원과 함께 전략을 계획했다
2385,그는 씻어야 했다,그는 운동 후에 땀을 많이 흘렸다,운동을 하다,그는 땀을 많이 흘렸다
2386,그는 강아지를 입양했다,그는 동물 보호소에 방문하고 있다,동물 보호소를 방문하다,그는 동물 보호소에 자원봉사를 하러 갔다
2387,그는 고개를 끄덕였다,그는 상대방의 말에 동의했다,친구의 제안을 받아들이다,그가 이해했다
2388,그는 주위를 킁킁거렸다,그는 뭔가 맛있는 음식 냄새를 맡았다,무언가 맛있는 음식 냄새를 맡다,그는 무언가 부패한 냄새를 맡았다
2389,그는 집세를 늦게 내었다,그는 임대 계약을 갱신하지 않다,급격한 재정적 문제를 겪다,그는 회사에서 해고되었다
2390,그는 그녀에게 못되게 굴었다,그는 스트레스를 받고 있었다,사과하다,그는 스트레스와 분노를 감당하지 못했다
2391,그는 학교를 마치고 집에 돌아왔다,그는 수업이 끝나고 집으로 돌아오다,친구들과 약속이 있다,친구들과 함께 점심 식사를 했다
2392,그는 바나나 껍질에 미끄러졌다,그는 바나나를 먹다,바닥을 닦다,그는 바나나를 먹다가 껍질을 버렸다
2393,그는 지친 기색이 역력했다,그는 하루 종일 일을 하고 피곤한 상태였다,밤새 일을 하다,그는 일주일 내내 야근을 했다
2394,그는 학교 공부도 아주 잘했다,그는 대학 진학을 위해 노력했다,국내 최고의 대학에 입학하다,그는 항상 엄마의 권유를 들었다
2395,그는 땅콩버터 샌드위치를 만들었다,그는 아침 식사를 준비하다,아침 식사를 거르다,그는 땅콩버터를 냉장고에서 찾았다
2396,그는 그녀를 열심히 바라봤다,그는 그녀에게 첫눈에 반했다,그녀에게 첫눈에 반하다,그녀가 무언가 중요한 이야기를 했다
2397,그는 이상한 소리를 들었다,그는 밤에 혼자 집에 있었다,집에 침입자가 있는 것을 의심하다,그는 어둠 속에서 혼자 있었다
2398,그는 다음에는 빨래를 했다,그는 옷장을 정리하다,오랜만에 집에 돌아와서 날씨가 좋다고 생각하다,그는 집안일을 모두 마쳤다
2399,그는 이제 기분이 훨씬 나아졌다,그는 치료를 받고 있다,오랜만에 좋은 친구를 만나다,그는 오랜만에 좋은 친구를 만나서 신나게 이야기했다
2400,그는 노크 소리가 들렸다,그는 문을 열기로 결정했다,새로운 이웃이 자기 집에 오다,그는 방에서 잠을 자고 있었다
2401,그는 친구들에게 자랑하기도 했다,그는 그녀가 새로운 차를 샀다,새로운 차를 사다,그는 대회에서 1등을 차지했다
2402,그는 생일 축하한다고 했다,그는 그녀의 생일을 기억하다,당신을 위해 케이크를 구입하다,그는 친구들을 초대했다
2403,그는 다리가 부러졌다,그는 스케이트보드를 탔다,스노우보드를 타다,그는 스케이트보드를 타고 있었다
2404,그는 버스를 타고 학교에 갔다,그는 차량을 이용하여 학교에 도착했다,자전거를 고쳐야 했다,그는 아침 일찍 일어나서 샤워를 했다
2405,그는 안전벨트를 착용했다,그는 차량을 운전하려고 했다,운전 중에 사고를 당한 적이 있다,그는 차를 주차했다
2406,그는 그녀를 놀리고 있었다,그는 그녀에게 장난을 치다,그녀의 감정을 상처입히다,그녀가 실수한 것을 알고 있었다
2407,그는 아기가 태어날 예정였다,그는 그녀와 결혼하다,병원에 도착하다,그와 부인은 육아 계획을 세웠다
2408,그는 일찍 잠이 들었다,그는 하루 종일 일을 했다,하루 종일 일을 하다,그는 하루 종일 일을 했다
2409,그는 전에는 한 번도 타본 적이 없었다,그는 자전거를 타보지 않았다,스노우보드를 배우다,그는 자전거를 타보지 않았다
2410,그는 다른 쪽 다리를 당겼다,그는 축구 경기를 하다,축구 경기 중에 넘어지다,그는 축구를 하다가 다른 선수와 부딪혔다
2411,그는 그녀의 찬장을 들여다봤다,그는 그녀의 비밀을 알고자 했다,먹을 게 없었다,그는 배고픈 상태였다
