,input,A,B
2333,그는 항상 배고팠다,항상 식욕이 왕성하다,먹고 싶다
2334,그는 깃발을 보여줬다,자부심이 강하다,자부심에 차다
2335,그는 서핑을 배웠다,모험을 즐긴다,능숙하다
2336,그는 할인을 받았다,절약을 중요시한다,절약한다
2337,그는 내 발목을 다치게 했다,나를 해치려고 한다,나를 싫어한다
2338,그는 윙크했다,유머러스하다,권유한다
2339,그는 데이트를 주선했다,로맨틱하다,로맨틱하다
2340,그는 의사와 약속을 잡았다,건강에 신경을 쓴다,건강하다
2341,그는 천둥소리를 들었다,놀랍다,겁쟁이
2342,그는 물을 충분히 마셨다,건강에 신경을 쓴다,건강하다
2343,그는 토할 것 같았다,메스꺼워하는 모습이다,아프거나 불쾌하다
2344,그는 그럴지도 모른다고 생각했다,무관심하다,의심스럽다
2345,그는 사탕을 먹었다,달콤하다,달콤하다
2346,그는 심하게 아팠다,고통을 겪었다,지치다
2347,그는 메인 브레이스를 연결했다,신중하다,열심히 일한다
2348,그는 엉덩방아를 찧었다,어설프다,아프다
2349,그는 가족을 찾았다,감동적이다,행복하다
2350,그는 매니저에게 말했다,의견을 표현하다,자신감 있다
2351,그는 공을 떨어뜨렸다,부주의하다,어설프다
2352,그는 지능이 증가했다,똑똑해졌다,현명하다
2353,그는 수업에 제출할 에세이를 작성했다,열심히 공부하는 학생,열심히 공부한다
2354,그는 꼬리를 흔들었다,친근하다,기쁘다
2355,그는 리본을 획득했다,성취감이 있다,자랑스럽다
2356,그는 직장을 그만뒀다,변화를 추구하다,자유롭다
2357,그는 그녀가 엄청나게 귀엽다고 생각했다,로맨틱하다,사랑에 빠지다
2358,그는 차에 치였다,다친 것 같다,다치다
2359,그는 어젯밤에 TV를 시청했다,TV 중독자다,게으르다
2360,그도 그녀를 봤다,놀라다,당황하다
2361,그는 아내에게 물었다,호기심이 많다,호기심 많다
2362,그는 곧 등장할 예정였다,기대되다,기대된다
2363,그는 함께 영화를 감상했다,사교적이다,즐겁다
2364,그는 에세이를 작성했다,창의적이다,교양 있다
2365,그는 장난감을 공유했다,관대하다,친절하다
2366,그는 이상한 소리를 내었다,이상하다,미치다
2367,그는 자신을 비웃고 있었다,자기 비하를 하는 경향이 있다,자기 비하한다
2368,그는 완벽한 짝을 찾았다,만족스럽다,행복하다
2369,그는 운전 중에 문자를 보내었다,무책임하다,위험하다
2370,그는 학교를 그만뒀다,후회하다,결정적이다
2371,그는 머리를 다르게 자르고 싶어했다,변화를 원한다,변화를 추구한다
2372,그는 혀를 내밀었다,흥분했다,장난기가 많다
2373,그는 방과 후에 그녀와 싸웠다,화를 내다,화나다
2374,그는 처음으로 투표를 했다,시민적 의무를 다한다,책임감 있다
2375,그는 징그러워 보였다,역겨워 보인다,불쾌하다
2376,그는 딸을 찾았다,감동적이다,감동적이다
2377,그는 레시피를 찾았다,요리에 관심이 많다,만족하다
2378,그는 새로운 악기를 배웠다,열정적이다,열정적이다
2379,그는 제가 가장 좋아하는 프로그램을 시청했다,관대하다,이해심 깊다
2380,그는 지저분해졌다,방심했다,부랄하다
2381,그는 새 친구가 필요했다,외로움을 느끼다,외롭다
2382,그는 도둑을 잡았다,용감하다,용감하다
2383,그는 오른쪽으로 착지했다,우측으로 기울어진다,안정되다
2384,그는 공을 패스했다,협동심이 강하다,협동적이다
2385,그는 씻어야 했다,냄새가 난다,더럽다
2386,그는 강아지를 입양했다,관대하다,관대하다
2387,그는 고개를 끄덕였다,동의하다,찬성한다
2388,그는 주위를 킁킁거렸다,냄새를 싫어한다,냄새에 민감하다
2389,그는 집세를 늦게 내었다,불성실하다,부주의하다
2390,그는 그녀에게 못되게 굴었다,무례하다,심술궂다
2391,그는 학교를 마치고 집에 돌아왔다,지친 모습이다,피곤하다
2392,그는 바나나 껍질에 미끄러졌다,조심성이 없다,어설프다
2393,그는 지친 기색이 역력했다,피곤해 보인다,피곤하다
2394,그는 학교 공부도 아주 잘했다,똑똑하다,똑똑하다
2395,그는 땅콩버터 샌드위치를 만들었다,창의적이다,창의적이다
2396,그는 그녀를 열심히 바라봤다,사랑에 빠졌다,짝사랑 한다
2397,그는 이상한 소리를 들었다,의심스럽다,놀라다
2398,그는 다음에는 빨래를 했다,청결하다,꼼꼼하다
2399,그는 이제 기분이 훨씬 나아졌다,안도하다,즐겁다
2400,그는 노크 소리가 들렸다,경계심이 많다,궁금하다
2401,그는 친구들에게 자랑하기도 했다,자만심이 강하다,자부심이 강하다
2402,그는 생일 축하한다고 했다,친절하다,친절하다
2403,그는 다리가 부러졌다,다치거나 불행해 보인다,아프다
2404,그는 버스를 타고 학교에 갔다,학생이다,일반적이다
2405,그는 안전벨트를 착용했다,안전을 중요시한다,안전하다
2406,그는 그녀를 놀리고 있었다,괴롭힌다,장난기 많다
2407,그는 아기가 태어날 예정였다,기쁘다,흥분하다
2408,그는 일찍 잠이 들었다,피곤하다,피곤하다
2409,그는 전에는 한 번도 타본 적이 없었다,경험이 부족하다,경험이 부족하다
2410,그는 다른 쪽 다리를 당겼다,다리가 아프다,절뚝거린다
2411,그는 그녀의 찬장을 들여다봤다,호기심이 많다,호기심 많다
2412,그는 체크 아웃했다,떠났다,떠난다
2413,그는 결국 깨달았다,지혜롭다,현명하다
2414,그는 현금을 받았다,현금이 필요하다,부유하다
2415,그는 새 책상이 필요했다,필요가 있다,바쁘다
2416,그는 기타 연주법을 배웠다,예술적이다,재능 있다
2417,그는 방울뱀을 봤다,궁금해하다,겁에 질리다
2418,그는 질문에 답했다,적극적이다,지식이 풍부하다
2419,그는 집처럼 편안했다,안락하다,안정되다
2420,그는 새 지갑을 구입했다,사치스럽다,부자
2421,그는 케이블을 서로 연결했다,연결되다,기술적이다
2422,그는 신경치료가 필요했다,스트레스를 많이 받고 있다,스트레스 받다
2423,그는 이를 갈았다,꾸준하다,열심히 일한다
2424,그는 새 드레스가 필요했다,쇼핑을 좋아한다,화려하다
2425,그는 도움이 필요했다,취약하다,취약하다
2426,그는 나뭇잎 사이를 휘젓고 다녔다,자유로워 보인다,자연을 사랑한다
2427,그도 눈치챘었다,영리하다,영리하다
2428,그는 점심을 잊어버렸다,망각력이 좋지 않다,바쁘다
2429,그는 새끼 고양이를 발견했다,애정심이 많다,다정하다
2430,그는 학교에 가는 중였다,교육을 중요하게 생각한다,교육을 중요시한다
2431,그는 새 비디오 게임을 구입했다,게임을 좋아한다,즐겁다
2432,그는 기분이 매우 좋지 않았다,우울하다,우울하다
2433,그는 차선을 변경했다,운전을 무책임하게 한다,운전을 거치다
2434,그는 댄스 수업에 참여했다,유연하다,유연하다
2435,그는 이발을 했다,깔끔하다,깔끔하다
2436,그는 장바구니 목록을 작성했다,계획적이다,철저하다
2437,그는 갈퀴를 밟았다,아픕니다,고통받다
2438,그는 친구가 생겼다,사교적이다,행복하다
2439,그는 색상을 마음에 들어했다,예술적이다,예술적이다
2440,그는 다음 날 출근했다,책임감이 있다,책임감 있다
2441,그는 두 살이 되었다,어린이다,더 자라다
2442,그는 그의 개가 그립었다,애정심이 깊다,사랑스럽다
2443,그는 남자친구에게 차였다,상처받은 것 같다,서럽다
2444,그는 시간을 알려줬다,친절하다,친절하다
2445,그는 지방을 씹어 먹었다,용감하다,건강에 해롭다
2446,그는 한잔하고 싶어 했다,스트레스를 받고 있다,스트레스 받다
2447,그는 넘어져 바닥을 깨었다,불운을 겪었다,불행하다
2448,그는 오른쪽으로 갔다,방향을 바꿨다,혼란스럽다
2449,그는 드디어 해내었다,끈기가 있다,끈기 있다
2450,그는 시간을 되돌렸다,불가능한 일을 했다,신비롭다
2451,그는 메시지를 남겼다,소통하다,소통을 중요시한다
2452,그는 사과를 먹었다,건강하다,건강하다
2453,그는 새 컴퓨터가 필요했다,현대적이다,현명하다
2454,그는 속이 메스껍었다,불편하다,불안하다
2455,그는 지갑을 잊어버렸다,부주의하다,난처하다
2456,그는 아마도라고 말했다,불확실하다,불확실하다
2457,그는 새 장난감이 생겼다,흥분하다,행복하다
2458,그는 밖에 나가고 싶어 했다,자유로워 보인다,자유롭다
2459,그는 답장을 받았다,기뻐하다,기쁘다
2460,그는 남편과 대화했다,이해심이 깊다,행복하다
2461,그는 그것을 집으로 가져갔다,탐욕스럽다,탐욕스럽다
2462,그는 쿵하는 소리를 들었다,놀라다,놀라다
2463,그는 손목을 삐끗했다,아프다,다치기 쉽다
2464,그는 허리가 부러졌다,다친 상태이다,고통스럽다
2465,그는 바닥에 우유를 엎질렀다,어설프다,어설프다
2466,그의 차례가 왔다,기대하다,긴장하다
2467,그는 메일을 받았다,기쁘다,기쁘다
2468,그는 햇볕에 심하게 탔다,햇볕을 좋아한다,어둡다
2469,그는 타이머를 설정했다,시간을 중요시한다,철저하다
2470,그는 펑크 난 타이어를 교체했다,능숙하다,털털하다
2471,그는 정말 배고팠다,굶주렸다,굶주리다
2472,그는 새 소파를 구입했다,소비욕이 강하다,부유하다
2473,그는 점심에는 샐러드를 먹었다,건강하다,건강하다
2474,그는 총을 집어들었다,위험하다,위험하다
2475,그는 낮잠을 잤다,피곤하다,피곤하다
2476,그는 그녀와 함께 아이들도 데리고 왔다,가족 중심이다,가정적이다
2477,그는 리모컨을 찾았다,기뻐하다,만족하다
2478,그는 신호등에서 멈췄다,따분하다,따른다
2479,그는 고약한 냄새가 났다,더럽다,몸이 지저분하다
2480,그는 소리를 내었다,화가 났다,화려하다
2481,그는 뱀을 발견했다,놀라다,두려워한다
2482,그는 식중독에 걸렸다,아프다,아픈다
2483,그는 처음에는 주저했다,망설이다,망설인다
2484,그는 팔꿈치를 구부렸다,피곤하다,피곤하다
2485,그는 새 차를 구입했다,부유하다,쾌활하다
2486,그는 몸이 아팠다,아픈 것 같다,피곤하다
2487,그는 새 애완동물을 키우고 싶어했다,사랑스럽다,사랑스럽다
2488,그는 손목에 차고 있었다,부유하다,부유하다
2489,그는 바지를 갈아입었다,깔끔하다,꾸미기 좋아한다
2490,그는 휴가를 가고 싶다고 했다,피곤하다,피곤하다
2491,그는 사용법을 배웠다,지능적이다,숙련되다
2492,그는 친구들에게 물어봤다,사교적이다,궁금하다
2493,그는 텐트를 접었다,캠핑을 즐긴다,정리정돈을 잘한다
2494,그는 우유를 엎질렀다,어설프다,어설프다
2495,그는 함께 집으로 돌아갔다,친구 같다,친근하다
2496,그는 케이블 서비스를 해지했다,절약을 중시한다,절약을 한다
2497,그는 스케이트를 배웠다,새로운 도전을 감행했다,민첩하다
2498,그도 병에 걸렸다,안타깝다,아프다
2499,그는 스누즈 버튼을 눌렀다,피곤하다,피곤하다
2500,그는 새 학교에서 새 출발을 했다,새로운 시작을 했다,기대한다
2501,그는 로션을 발랐다,자신에 대해 신경을 쓴다,향기롭다
2502,그는 아빠를 찾았다,안정감을 준다,안심하다
2503,그는 가구를 옮겼다,강인하다,힘들다
2504,그는 곧 생일이 다가왔다,기대하고 있다,기쁘다
2505,그는 늦잠을 잤다,게으르다,게으르다
2506,그는 세 자녀가 있었다,가정적이다,책임감 있다
2507,그는 그의 우산을 잊었다,부주의하다,어질러지다
2508,그는 쿠폰을 사용했다,절약을 중시한다,현명하다
2509,그는 그녀를 알아봤다,감동받았다,기억력이 좋다
2510,그는 낯빛이 파란색으로 변했다,놀란 것 같다,충격받다
2511,그는 두 골을 넣었다,유능하다,자신감 넘친다
2512,그는 기분이 별로 좋지 않았다,우울하다,우울하다
2513,그는 카드를 받았다,행운이 있다,기쁘다
2514,그는 수업이 끝난 후에도 남아 있었다,열정적이다,열정적이다
2515,그는 공을 슛했다,경기에서 능력을 발휘한다,명중률이 높다
2516,그는 토론도 볼 수 있었다,이해심이 깊다,지적이다
2517,그는 어깨를 심하게 다쳤다,고통스럽다,고통스럽다
2518,그는 실패했다,좌절한 모습이다,좌절하다
2519,그는 갑자기 멈췄다,놀라운 사람이다,주의 깊다
2520,그는 새 재킷을 구입했다,사치스럽다,자신있다
2521,그는 좋은 하루를 보내었다,행복하다,행복하다
